,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,1070.0,1755.0
B5-e003Coalescence-mBHI-p3,516.0,830.0
B5-e003Coalescence-mBHI-p5,459.0,706.0
B5-e003Coalescence-mBHI-p7,548.0,918.0
D3-e003Coalescence-Inoculumn-mBHI,2456.0,4125.0
D3-e003Coalescence-mBHI-p5,414.0,645.0
D3-e003Coalescence-mBHI-p7,713.0,1010.0
D3-e003Coalescence-mGAM-p5,232.0,391.0
F5-e003Coalescence-mBHI-p3_S24,506.0,800.0
F5-e003Coalescence-mBHI-p5_S16,467.0,682.0
F5-e003Coalescence-mBHI-p7_S112,357.0,561.0
H3-e003Coalescence-mBHI-p3_S46,626.0,1047.0
H3-e003Coalescence-mBHI-p5_S38,602.0,943.0
H3-e003Coalescence-mBHI-p7_S134,424.0,678.0
