,0
C8-e003Coalescence-mGAM-p7,4.0
B2-e003Coalescence-mBHI-p3,7.0
A8-e003Coalescence-mBHI-p3,31.0
A4-e003Coalescence-mBHI-inoculumn-redo,11.0
B2-e003Assembly-mBHI-p5,4.0
B2-e003Coalescence-mBHI-p5,4.0
B8-e003Assembly-mGAM-p5,4.0
C8-e003Assembly-mGAM-p3,4.0
C8-e003Assembly-mGAM-p5,4.0
A11-e003Coalescence-mGAM-p7,4.0
B8-e003Coalescence-mBHI-p5,5.0
C2-e003Coalescence-mGAM-p7,5.0
D2-e003Coalescence-mBHI-p5,4.0
D8-e003Assembly-mGAM-p5,5.0
A5-e003Coalescence-mGAM-p3,4.0
A2-e003Coalescence-Inoculumn-mGAM,5.0
D8-e003Coalescence-mGAM-p5,4.0
A12-e003Coalescence-mGAM-p3,4.0
BB-Fecal,4.0
C2-e003Coalescence-mGAM-p3,4.0
A2-e003Coalescence-mBHI-p7,7.0
BF-Fecal,4.0
D5-e003Coalescence-mBHI-p5,7.0
A8-e003Coalescence-mBHI-p7,45.0
B2-e003Coalescence-Inoculumn-mGAM,4.0
A3-e003Coalescence-mBHI-inoculumn-redo,4.0
B4-e004Assembly-mBHI-p5,5.0
A10-e003Coalescence-mGAM-p3,4.0
A9-e003Coalescence-mBHI-p3,18.0
A2-e003Coalescence-Inoculumn-mBHI,17.0
D2-e003Assembly-mBHI-p3,20.0
A8-e003Coalescence-mBHI-p5,9.0
C2-e003Assembly-mBHI-p5,7.0
A5-e003Coalescence-mBHI-p7,4.0
D2-e003Coalescence-mGAM-p5,4.0
A5-e003Coalescence-mBHI-inoculumn-redo,5.0
D2-e003Assembly-mBHI-p5,16.0
A2-e003Coalescence-mGAM-p7,7.0
A9-e003Coalescence-mBHI-p7,4.0
C2-e003Coalescence-Inoculumn-mGAM,4.0
D2-e003Coalescence-Inoculumn-mBHI,5.0
A10-e003Coalescence-mGAM-p7,5.0
B2-e003Assembly-mBHI-p3,6.0
A2-e003Coalescence-mGAM-p5,10.0
A2-e003Coalescence-mBHI-p3,8.0
C2-e003Coalescence-mBHI-inoculumn-redo,8.0
A8-e003Coalescence-mGAM-p7,7.0
B2-e003Coalescence-Inoculumn-mBHI,5.0
A5-e003Coalescence-Inoculumn-mGAM,4.0
A3-e003Coalescence-mBHI-p3,5.0
AG-Fecal,14.0
A2-e003Coalescence-mBHI-p5,6.0
BK-Fecal,13.0
A2-e003Coalescence-mBHI-inoculumn-redo,19.0
C2-e003Coalescence-mGAM-p5,4.0
B8-e003Coalescence-mGAM-p7,4.0
D2-e003Coalescence-Inoculumn-mGAM,4.0
A11-e003Coalescence-mBHI-p3,6.0
B4-e004Assembly-mBHI-p7,3.0
A4-e003Coalescence-Inoculumn-mGAM,6.0
A5-e003Coalescence-Inoculumn-mBHI,4.0
A11-e003Coalescence-mGAM-p3,5.0
D2-e003Coalescence-mBHI-p3,13.0
E2-e003Coalescence-mGAM-p7_S145,8.0
F8-e003Coalescence-mBHI-p3_S117,7.0
H2-e003Coalescence-mBHI-p7_S133,4.0
E5-e003Coalescence-mBHI-p3_S12,7.0
E8-e003Coalescence-mBHI-p5_S5,18.0
E9-e003Coalescence-mBHI-p5_S6,4.0
H2-e003Coalescence-mGAM-p7_S181,13.0
E3-e003Coalescence-mBHI-p3_S10,4.0
E5-e003Coalescence-mBHI-p7_S100,5.0
E9-e003Coalescence-mBHI-p7_S102,4.0
E5-e003Coalescence-mBHI-p5_S4,6.0
H8-e003Coalescence-mBHI-p7_S137,5.0
E2-e003Coalescence-mBHI-p5_S1,6.0
E2-e003Coalescence-mBHI-p3_S9,12.0
H2-e003Coalescence-mBHI-p3_S45,9.0
E8-e003Coalescence-mBHI-p7_S101,181.0
H2-e003Coalescence-mGAM-p3_S93,5.0
F2-e003Coalescence-mBHI-p3_S21,4.0
H8-e003Coalescence-mBHI-p5_S41,6.0
E2-e003Coalescence-mBHI-p7_S97,6.0
E5-e003Coalescence-mGAM-p3_S60,4.0
G2-e003Coalescence-mGAM-p5_S73,4.0
E5-e003Coalescence-mGAM-p7_S148,6.0
E8-e003Coalescence-mGAM-p5_S53,5.0
H8-e003Coalescence-mGAM-p5_S89,7.0
G100-e003Coalescence-mBHI-p3_S131,9.0
E9-e003Coalescence-mGAM-p3_S154,5.0
E3-e003Coalescence-mBHI-p5_S2,5.0
E111-e003Coalescence-mBHI-p7_S104,6.0
E2-e003Coalescence-mGAM-p3_S57,7.0
E111-e003Coalescence-mGAM-p5_S56,4.0
E4-e003Coalescence-mGAM-p7_S147,11.0
E2-e003Coalescence-mGAM-p5_S49,10.0
E8-e003Coalescence-mBHI-p3_S105,22.0
E8-e003Coalescence-mGAM-p7_S149,22.0
E100-e003Coalescence-mGAM-p7_S151,4.0
H8-e003Coalescence-mGAM-p7_S185,5.0
G2-e003Coalescence-mGAM-p3_S81,6.0
F8-e003Coalescence-mBHI-p5_S17,5.0
E5-e003Coalescence-mGAM-p5_S52,5.0
