,index,fixed_diffs,comparisons,sample1,species_id
0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,0,3053492,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
1,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,49,2061418,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
2,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,7841,2817040,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
3,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,58,1698198,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
4,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,4,3246830,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
5,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,9142,3268062,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
6,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,0,3289408,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
7,D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,1,3211410,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
8,D_G11_G10_AE_AE_mGAM_mGAM_4_S371,2,1785668,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
9,C9-e003Coalescence-mGAM-p7,35,3201084,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
10,C3-e003Coalescence-mGAM-p3,7159,2521595,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
11,B5-e003Coalescence-mBHI-p5,7153,2533048,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
12,B5-e003Coalescence-mBHI-p3,7342,2607310,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
13,D3-e003Coalescence-mBHI-p7,8052,2891306,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
14,D3-e003Coalescence-mGAM-p5,7584,2712862,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
15,C11-e003Coalescence-mGAM-p3,69,1628105,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
16,C11-e003Coalescence-mBHI-p5,19,3216145,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
17,B3-e003Coalescence-mGAM-p5,8749,3094624,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
18,C10-e003Coalescence-mGAM-p5,19,3275660,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
19,C10-e003Coalescence-mGAM-p7,23,3308972,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
20,H3-e003Coalescence-mBHI-p3_S46,8585,3068800,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
21,F5-e003Coalescence-mBHI-p5_S16,5867,2123546,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
22,F4-e003Coalescence-mGAM-p3_S71,8858,3126088,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
23,F5-e003Coalescence-mBHI-p3_S24,4984,1814161,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
24,F4-e003Coalescence-mGAM-p7_S159,4606,1608725,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
25,B10-e003Coalescence-mGAM-p1_S769,12,3155265,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
26,B3-e003Coalescence-mGAM-p1_S729,8704,3069528,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
27,G10-e003Coalescence-mBHI-p1_S830,3,2954321,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
28,D10-e003Coalescence-mGAM-p1_S771,8,3317902,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
29,G8-e003Coalescence-mBHI-p1_S814,10,1753452,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
30,H10-e003Coalescence-mGAM-p1_S835,5,3284810,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
31,C11-e003Coalescence-mGAM-p1_S778,4,1841927,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
32,D3-e003Coalescence-mGAM-p1_S731,7878,2808467,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
33,H10-e003Coalescence-mBHI-p1_S831,3,2196261,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
34,E10-e003Coalescence-mGAM-p1_S832,29,2949814,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
35,B3-e003Coalescence-mBHI-p1_S725,6038,2156981,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
36,G8-e003Coalescence-mGAM-p1_S818,34,2442618,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
37,F3-e003Coalescence-mBHI-p1_S789,4412,1564109,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
38,C9-e003Coalescence-mGAM-p1_S762,11,3276340,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
39,G11-e003Coalescence-mGAM-p1_S842,4,3240701,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
40,F5-e003Coalescence-mGAM-p1_S809,8242,2939893,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
41,G10-e003Coalescence-mGAM-p1_S834,6,2986710,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
42,F10-e003Coalescence-mGAM-p1_S833,10,3203142,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
43,A10-e003Coalescence-mBHI-p1_S764,22,2387244,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
44,A10-e003Coalescence-mGAM-p1_S768,46,3188826,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
45,C8-e003Coalescence-mGAM-p1_S754,54,2198072,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
46,C10-e003Coalescence-mGAM-p1_S770,5,3186478,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
47,F3-e003Coalescence-mGAM-p1_S793,8688,3077687,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
48,G9-e003Coalescence-mGAM-p1_S826,5,3234562,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
49,E10-e003Coalescence-mBHI-p1_S828,12,3213150,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
50,Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,4622,1648651,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
51,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,0,3261329,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
52,Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,9110,3239025,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
53,Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,7709,2733618,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
54,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,9234,3320604,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
55,C10-e003GlycerolRevival-mGAM-p2,20,2975435,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
56,C11-e003Assembly-mGAM-p3,6823,1524167,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
57,D10-e003Assembly-mGAM-p3,15,2205645,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
58,D10-e003Assembly-mGAM-p5,17,2198424,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
59,e003-inoculumn-fecal-AC,8868,3169090,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
60,e003-inoculumn-fecal-AF,11209,2460775,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
61,Assembly-G2-B3-ACPP-mBHI-3_S693,9235,3316431,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
62,Assembly-G11-D9-ACPP-mGAM-3_S702,9110,3233289,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
63,Assembly-G4-B9-ACPP-mGAM-3_S695,9414,3332276,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
64,Assembly-G5-C10-AE-mGAM-5_S696,34,2752079,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
65,C_B11_e003Assembly_4_S215,21,3215637,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
66,C_F7_e003Assembly_6_S259,35,2270734,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
67,C_F11_e003Assembly_4_S263,41,1827844,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
68,D_B2_e003Assembly_S302,4916,1786377,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
69,D_B7_e003Assembly_S307,11,3297634,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
70,D_F7_e003Assembly_S355,4,3307251,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
71,D_F8_e003Assembly_S356,13232,2876285,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
72,D_F10_e003Assembly_S358,9438,3341037,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
73,D_F11_e003Assembly_S359,5,3307112,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
74,D_F12_e003Assembly_S360,13639,2980840,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
75,C_E10_E3_ACPP_AA_mBHI_mGAM_4_S250,9061,3144396,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
76,C_G10_G3_ACPP_AE_mBHI_mGAM_4_S274,3,2527803,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,100243
0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,49,3053492,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,100243
1,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,0,2061418,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,100243
2,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,5190,2817040,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,100243
