,0
B5-e004Assembly-mBHI-p3,5.0
C11-e003Coalescence-mBHI-p3,4.0
D11-e003Coalescence-mBHI-p5,139.0
D10-e003Coalescence-mBHI-p3,90.0
B5-e004Assembly-mBHI-p7,4.0
C5-e004Assembly-mBHI-p3,39.0
D11-e003Coalescence-mGAM-p5,29.0
B5-e003Coalescence-Inoculumn-mGAM,19.0
D10-e003Coalescence-mBHI-p5,72.0
B11-e003Assembly-mGAM-p5,4.0
D5-e003Coalescence-Inoculumn-mGAM,51.0
E4-e004Assembly-mGAM-p3,3.0
D2-e003Assembly-mBHI-p3,4.0
C11-e003Coalescence-mGAM-p5,10.0
B11-e003Assembly-mGAM-p3,4.0
D10-e003Coalescence-mGAM-p7,26.0
C12-e003Coalescence-mGAM-p3,4.0
C11-e003Coalescence-mGAM-p3,14.0
D5-e004Assembly-mGAM-p3,10.0
C11-e003Coalescence-mBHI-p5,113.0
C5-e003Assembly-mBHI-p3,4.0
D11-e003Coalescence-mGAM-p7,30.0
D11-e003Assembly-mGAM-p5,16.0
B11-e003GlycerolRevival-mGAM-p2,12.0
D12-e003Coalescence-mBHI-p3,17.0
C11-e003Coalescence-mGAM-p7,9.0
D10-e003Coalescence-mBHI-p7,70.0
C11-e003Assembly-mGAM-p5,5.0
C11-e003GlycerolRevival-mGAM-p2,13.0
A5-e003Coalescence-Inoculumn-mGAM,21.0
D4-e003Coalescence-Inoculumn-mGAM,5.0
B5-e004Assembly-mBHI-p5,4.0
D2-e003Coalescence-Inoculumn-mGAM,20.0
D3-e003Coalescence-Inoculumn-mGAM,21.0
C5-e003Coalescence-Inoculumn-mGAM,21.0
H111-e003Coalescence-mGAM-p7_S188,32.0
H111-e003Coalescence-mBHI-p3_S144,467.0
G111-e003Coalescence-mGAM-p5_S80,9.0
G111-e003Coalescence-mBHI-p5_S32,31.0
G111-e003Coalescence-mBHI-p3_S132,6.0
H100-e003Coalescence-mBHI-p5_S43,80.0
H111-e003Coalescence-mGAM-p5_S92,19.0
G111-e003Coalescence-mGAM-p3_S180,10.0
G111-e003Coalescence-mBHI-p7_S128,99.0
H111-e003Coalescence-mBHI-p5_S44,193.0
H100-e003Coalescence-mBHI-p7_S139,241.0
H111-e003Coalescence-mGAM-p3_S192,31.0
