,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
B8-e003GlycerolRevival-mGAM-p2,4,2
C8-e003Coalescence-mBHI-p5,4,2
B8-e003Coalescence-mGAM-p7,4,2
B4-e003Coalescence-Inoculumn-mBHI,4,2
D2-e003Coalescence-Inoculumn-mGAM,4,2
B8-e003Coalescence-mBHI-p7,4,2
B3-e004Assembly-mBHI-p3,0,2
e003-inoculumn-fecal-AE,3,1
D3-e003Coalescence-Inoculumn-mGAM,4,2
B11-e003Coalescence-mBHI-p3,2,2
C5-e003Coalescence-Inoculumn-mGAM,4,1
C4-e003Coalescence-mBHI-p5,4,2
G3-e004Assembly-epsilon-p5,0,2
BC-Fecal,4,2
e004-inoculumn-fecal-BE,4,2
BA-Fecal,3,1
e003-inoculumn-fecal-AF,4,2
A11-e003Coalescence-mBHI-p3,4,2
A4-e003Coalescence-Inoculumn-mGAM,4,2
B4-e003Coalescence-mBHI-p3,4,2
A5-e003Coalescence-Inoculumn-mBHI,4,2
A9-e003Coalescence-mGAM-p5,4,2
C10-e003Coalescence-mGAM-p7,4,2
F3-e004Assembly-epsilon-p7,1,2
A11-e003Coalescence-mGAM-p3,4,1
C10-e003Coalescence-mBHI-p3,4,2
D2-e003Coalescence-mBHI-p3,4,2
C5-e003GlycerolRevival-mBHI-p2,4,2
H5-e003Coalescence-mBHI-p5_S40,4,2
E2-e003Coalescence-mGAM-p7_S145,3,2
G5-e003Coalescence-mBHI-p7_S124,4,1
H111-e003Coalescence-mGAM-p7_S188,4,2
H4-e003Coalescence-mGAM-p7_S183,4,2
F5-e003Coalescence-mGAM-p5_S64,4,1
F5-e003Coalescence-mGAM-p7_S160,4,1
F8-e003Coalescence-mBHI-p3_S117,1,2
H3-e003Coalescence-mBHI-p3_S46,4,2
H2-e003Coalescence-mBHI-p7_S133,4,0
E5-e003Coalescence-mBHI-p3_S12,4,1
F100-e003Coalescence-mGAM-p7_S163,3,2
F9-e003Coalescence-mBHI-p5_S18,4,1
H3-e003Coalescence-mBHI-p7_S134,4,2
E3-e003Coalescence-mGAM-p3_S58,4,2
G4-e003Coalescence-mBHI-p5_S27,4,2
E8-e003Coalescence-mBHI-p5_S5,3,2
G2-e003Coalescence-mBHI-p3_S33,1,2
E9-e003Coalescence-mBHI-p5_S6,4,2
H111-e003Coalescence-mBHI-p3_S144,4,1
G111-e003Coalescence-mGAM-p5_S80,4,1
G100-e003Coalescence-mGAM-p3_S179,4,2
F111-e003Coalescence-mGAM-p5_S68,4,2
G111-e003Coalescence-mBHI-p5_S32,4,2
G5-e003Coalescence-mBHI-p3_S36,4,1
H2-e003Coalescence-mGAM-p7_S181,4,2
H9-e003Coalescence-mGAM-p3_S190,4,2
E3-e003Coalescence-mBHI-p3_S10,4,2
H2-e003Coalescence-mGAM-p5_S85,4,2
G8-e003Coalescence-mGAM-p3_S177,4,2
F2-e003Coalescence-mGAM-p7_S157,4,1
H3-e003Coalescence-mGAM-p3_S94,4,1
H4-e003Coalescence-mGAM-p3_S95,4,2
E5-e003Coalescence-mBHI-p7_S100,4,1
F3-e003Coalescence-mGAM-p3_S70,4,2
E100-e003Coalescence-mBHI-p7_S103,4,2
F9-e003Coalescence-mGAM-p5_S66,1,2
G111-e003Coalescence-mGAM-p7_S176,4,1
H100-e003Coalescence-mGAM-p7_S187,4,1
E100-e003Coalescence-mGAM-p3_S155,4,2
E3-e003Coalescence-mGAM-p5_S50,4,1
F5-e003Coalescence-mGAM-p3_S72,4,2
E9-e003Coalescence-mBHI-p7_S102,4,2
E5-e003Coalescence-mBHI-p5_S4,4,1
F111-e003Coalescence-mGAM-p7_S164,4,2
E111-e003Coalescence-mBHI-p5_S8,4,2
H100-e003Coalescence-mBHI-p5_S43,4,1
F2-e003Coalescence-mGAM-p5_S61,4,1
F5-e003Coalescence-mBHI-p5_S16,4,2
F8-e003Coalescence-mGAM-p5_S65,4,2
H8-e003Coalescence-mBHI-p7_S137,3,2
G9-e003Coalescence-mGAM-p5_S78,3,2
E2-e003Coalescence-mBHI-p5_S1,0,1
E2-e003Coalescence-mBHI-p3_S9,3,0
G8-e003Coalescence-mGAM-p5_S77,4,2
G3-e003Coalescence-mBHI-p3_S34,4,2
G100-e003Coalescence-mBHI-p5_S31,4,2
F9-e003Coalescence-mBHI-p3_S118,0,1
E111-e003Coalescence-mBHI-p3_S108,4,2
F8-e003Coalescence-mGAM-p3_S165,0,1
G3-e003Coalescence-mBHI-p5_S26,4,2
G5-e003Coalescence-mBHI-p5_S28,4,1
H111-e003Coalescence-mGAM-p5_S92,4,2
G4-e003Coalescence-mBHI-p3_S35,4,2
H9-e003Coalescence-mGAM-p5_S90,4,2
H2-e003Coalescence-mBHI-p3_S45,4,1
E8-e003Coalescence-mBHI-p7_S101,4,2
E4-e003Coalescence-mBHI-p5_S3,4,1
H2-e003Coalescence-mGAM-p3_S93,4,2
E4-e003Coalescence-mGAM-p5_S51,4,2
G9-e003Coalescence-mGAM-p7_S174,3,2
F2-e003Coalescence-mBHI-p3_S21,0,1
E8-e003Coalescence-mGAM-p3_S153,4,2
G111-e003Coalescence-mGAM-p3_S180,4,1
G5-e003Coalescence-mGAM-p3_S84,4,1
H8-e003Coalescence-mBHI-p5_S41,4,2
E100-e003Coalescence-mBHI-p5_S7,4,2
G100-e003Coalescence-mGAM-p7_S175,4,2
F9-e003Coalescence-mGAM-p7_S162,1,2
F8-e003Coalescence-mGAM-p7_S161,1,2
F3-e003Coalescence-mBHI-p3_S22,3,1
G3-e003Coalescence-mBHI-p7_S122,4,2
G5-e003Coalescence-mGAM-p5_S76,4,1
G5-e003Coalescence-mGAM-p7_S172,4,2
G4-e003Coalescence-mGAM-p5_S75,4,2
G8-e003Coalescence-mBHI-p3_S129,4,2
E5-e003Coalescence-mGAM-p3_S60,4,2
G2-e003Coalescence-mGAM-p5_S73,4,2
E5-e003Coalescence-mGAM-p7_S148,4,2
H9-e003Coalescence-mGAM-p7_S186,4,2
E100-e003Coalescence-mGAM-p5_S55,4,2
E8-e003Coalescence-mGAM-p5_S53,4,2
H5-e003Coalescence-mGAM-p3_S96,4,2
G4-e003Coalescence-mGAM-p3_S83,4,2
F4-e003Coalescence-mBHI-p7_S111,3,2
H3-e003Coalescence-mGAM-p7_S182,4,2
H5-e003Coalescence-mGAM-p5_S88,4,2
F4-e003Coalescence-mGAM-p5_S63,4,2
G4-e003Coalescence-mGAM-p7_S171,4,2
H8-e003Coalescence-mGAM-p5_S89,4,1
F3-e003Coalescence-mBHI-p5_S14,4,1
F100-e003Coalescence-mBHI-p7_S115,4,2
E3-e003Coalescence-mGAM-p7_S146,4,1
F100-e003Coalescence-mGAM-p3_S167,4,1
G100-e003Coalescence-mBHI-p3_S131,2,2
G4-e003Coalescence-mBHI-p7_S123,4,2
E9-e003Coalescence-mGAM-p3_S154,4,2
F3-e003Coalescence-mGAM-p5_S62,4,2
H4-e003Coalescence-mBHI-p7_S135,4,1
G111-e003Coalescence-mBHI-p7_S128,4,2
H3-e003Coalescence-mBHI-p5_S38,4,2
G3-e003Coalescence-mGAM-p3_S82,4,2
F111-e003Coalescence-mGAM-p3_S168,4,2
F3-e003Coalescence-mGAM-p7_S158,2,1
F8-e003Coalescence-mBHI-p7_S113,2,2
H4-e003Coalescence-mBHI-p3_S47,4,1
F3-e003Coalescence-mBHI-p7_S110,2,2
F100-e003Coalescence-mGAM-p5_S67,3,1
G8-e003Coalescence-mBHI-p7_S125,4,2
F4-e003Coalescence-mBHI-p5_S15,3,1
H111-e003Coalescence-mBHI-p5_S44,4,2
E111-e003Coalescence-mBHI-p7_S104,4,1
E2-e003Coalescence-mGAM-p3_S57,4,2
F2-e003Coalescence-mBHI-p5_S13,2,0
F4-e003Coalescence-mBHI-p3_S23,4,2
F2-e003Coalescence-mGAM-p3_S69,4,1
E9-e003Coalescence-mGAM-p5_S54,4,2
G3-e003Coalescence-mGAM-p5_S74,3,2
E111-e003Coalescence-mGAM-p5_S56,4,2
G100-e003Coalescence-mGAM-p5_S79,3,2
H100-e003Coalescence-mGAM-p5_S91,4,2
G9-e003Coalescence-mBHI-p3_S130,3,2
E4-e003Coalescence-mGAM-p7_S147,3,2
E4-e003Coalescence-mGAM-p3_S59,4,2
H4-e003Coalescence-mBHI-p5_S39,4,1
F4-e003Coalescence-mGAM-p3_S71,4,2
H100-e003Coalescence-mBHI-p7_S139,3,1
G8-e003Coalescence-mBHI-p5_S29,4,2
G2-e003Coalescence-mBHI-p5_S25,4,1
G8-e003Coalescence-mGAM-p7_S173,4,2
E4-e003Coalescence-mBHI-p3_S11,0,1
E2-e003Coalescence-mGAM-p5_S49,4,2
H9-e003Coalescence-mBHI-p5_S42,4,1
H111-e003Coalescence-mGAM-p3_S192,4,2
F5-e003Coalescence-mBHI-p3_S24,4,2
E8-e003Coalescence-mBHI-p3_S105,4,2
E8-e003Coalescence-mGAM-p7_S149,4,2
H5-e003Coalescence-mBHI-p7_S136,4,0
G9-e003Coalescence-mBHI-p5_S30,3,1
F111-e003Coalescence-mBHI-p7_S116,4,2
F5-e003Coalescence-mBHI-p7_S112,4,2
F4-e003Coalescence-mGAM-p7_S159,4,2
F111-e003Coalescence-mBHI-p3_S120,3,2
H3-e003Coalescence-mGAM-p5_S86,4,2
E4-e003Coalescence-mBHI-p7_S99,4,2
H4-e003Coalescence-mGAM-p5_S87,4,2
E100-e003Coalescence-mGAM-p7_S151,4,2
G9-e003Coalescence-mGAM-p3_S178,3,2
H9-e003Coalescence-mBHI-p7_S138,4,2
H8-e003Coalescence-mGAM-p7_S185,4,1
G2-e003Coalescence-mGAM-p3_S81,3,2
F111-e003Coalescence-mBHI-p5_S20,3,1
F8-e003Coalescence-mBHI-p5_S17,3,2
G100-e003Coalescence-mBHI-p7_S127,4,2
E5-e003Coalescence-mGAM-p5_S52,4,2
