,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,9,4640
C9-e003Coalescence-mGAM-p3,9,4904
C11-e003Coalescence-mBHI-p3,9,4819
D11-e003Coalescence-mBHI-p5,9,4907
C9-e003Coalescence-mGAM-p7,9,4847
C8-e003Coalescence-mGAM-p7,9,4884
D10-e003Coalescence-mBHI-p3,9,4911
F3-e004Assembly-epsilon-p3,9,4802
B2-e003Coalescence-mBHI-p3,8,3838
A8-e003Coalescence-mBHI-p3,9,4841
e004-inoculumn-fecal-BD,8,4499
A4-e003Coalescence-mBHI-p7,6,4247
B9-e003Coalescence-mGAM-p5,8,4770
A4-e003Coalescence-mBHI-inoculumn-redo,9,4901
B3-e003Coalescence-mBHI-p3,8,4773
D4-e003Coalescence-mBHI-p5,9,4828
C2-e003Coalescence-mBHI-p5,2,1586
B3-e004Assembly-mBHI-p7,9,4670
B5-e004Assembly-mBHI-p7,9,4887
D4-e003Coalescence-mBHI-p3,9,4839
C4-e003GlycerolRevival-mBHI-p2,9,4797
D10-e003Assembly-mGAM-p5,4,3521
B2-e003Assembly-mBHI-p5,6,2094
C3-e004Assembly-mBHI-p5,9,4661
B8-e003Assembly-mGAM-p5,8,4790
F4-e004Assembly-epsilon-p5,9,4586
C4-e003Coalescence-mGAM-p7,8,4815
B12-e003Coalescence-mBHI-p3,8,4662
D3-e004Assembly-mGAM-p7,9,4673
C8-e003Assembly-mGAM-p3,9,4839
C3-e003Coalescence-mGAM-p3,9,4898
B4-e003Assembly-mBHI-p5,8,4593
D4-e004Assembly-mGAM-p5,9,4598
D3-e003Coalescence-Inoculumn-mBHI,9,4877
C8-e003Assembly-mGAM-p5,9,4841
C3-e003Coalescence-mBHI-p7,8,4892
D11-e003Coalescence-mGAM-p5,4,4916
A11-e003Coalescence-mGAM-p7,2,4911
B8-e003Coalescence-mBHI-p5,8,4827
B10-e003Assembly-mGAM-p5,7,4463
C2-e003Coalescence-mGAM-p7,8,4661
D3-e003Coalescence-mBHI-p5,9,4847
B11-e003Coalescence-mGAM-p3,7,4932
C4-e003Coalescence-mBHI-inoculumn-redo,9,4760
B5-e003Assembly-mBHI-p5,8,4645
D2-e003Coalescence-mBHI-p5,9,4405
D8-e003Assembly-mGAM-p5,9,4848
D5-e003Coalescence-mGAM-p5,9,4932
B5-e003Coalescence-mBHI-p5,8,4867
D5-e003Coalescence-mBHI-p7,9,4927
C9-e003Coalescence-mBHI-p5,9,4800
A5-e003Coalescence-mGAM-p3,9,4931
A2-e003Coalescence-Inoculumn-mGAM,9,4852
E5-e004Assembly-mGAM-p5,8,4497
D8-e003Coalescence-mGAM-p5,1,4930
A12-e003Coalescence-mGAM-p3,1,4903
C2-e003Coalescence-mBHI-p3,8,4616
C4-e004Assembly-mBHI-p5,9,4113
D9-e003Coalescence-mGAM-p7,7,4932
D4-e003Coalescence-mBHI-p7,9,4920
D8-e003Assembly-mGAM-p3,9,4800
E4-e004Assembly-mGAM-p7,9,4551
E3-e004Assembly-mGAM-p3,9,4770
B10-e003Coalescence-mGAM-p3,9,4914
A9-e003Coalescence-mGAM-p7,8,4833
D5-e004Assembly-mGAM-p5,7,2457
B5-e003Coalescence-Inoculumn-mGAM,9,4916
D10-e003Coalescence-mBHI-p5,9,4687
D5-e003Coalescence-mBHI-p3,9,4924
