,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.1345,0.3125
C9-e003Coalescence-mGAM-p3,0.4745,0.3665
C11-e003Coalescence-mBHI-p3,0.16675,0.139
D11-e003Coalescence-mBHI-p5,0.25,0.5
C9-e003Coalescence-mGAM-p7,0.027750000000000004,0.04949999999999999
C8-e003Coalescence-mGAM-p7,0.535,0.0
D10-e003Coalescence-mBHI-p3,0.138,0.14300000000000002
F3-e004Assembly-epsilon-p3,0.0,0.5
B2-e003Coalescence-mBHI-p3,1.0,0.0
A8-e003Coalescence-mBHI-p3,0.7434999999999999,0.015
e004-inoculumn-fecal-BD,0.0,0.5
A4-e003Coalescence-mBHI-p7,0.0,0.0
B9-e003Coalescence-mGAM-p5,0.93925,0.859
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.022
B3-e003Coalescence-mBHI-p3,0.913,0.8474999999999999
D4-e003Coalescence-mBHI-p5,0.19125,0.5
C2-e003Coalescence-mBHI-p5,0.0,0.0
B3-e004Assembly-mBHI-p7,0.0,0.0
B5-e004Assembly-mBHI-p7,0.134,0.0
D4-e003Coalescence-mBHI-p3,0.1985,0.5
C4-e003GlycerolRevival-mBHI-p2,0.0,0.0
D10-e003Assembly-mGAM-p5,0.0,0.0
B2-e003Assembly-mBHI-p5,0.0,0.0
C3-e004Assembly-mBHI-p5,0.0,0.5
B8-e003Assembly-mGAM-p5,0.745,0.0
F4-e004Assembly-epsilon-p5,0.0,0.0
C4-e003Coalescence-mGAM-p7,0.0,0.0
B12-e003Coalescence-mBHI-p3,0.9530000000000001,0.5
D3-e004Assembly-mGAM-p7,0.0,0.5
C8-e003Assembly-mGAM-p3,0.7214999999999999,0.0335
C3-e003Coalescence-mGAM-p3,0.066,0.06049999999999997
B4-e003Assembly-mBHI-p5,0.0,0.0
D4-e004Assembly-mGAM-p5,0.0,0.5
D3-e003Coalescence-Inoculumn-mBHI,0.6014999999999999,0.688
C8-e003Assembly-mGAM-p5,0.54925,0.0435
C3-e003Coalescence-mBHI-p7,0.47724999999999995,0.4275
D11-e003Coalescence-mGAM-p5,0.25,0.5
A11-e003Coalescence-mGAM-p7,0.25,0.5
B8-e003Coalescence-mBHI-p5,0.90325,0.5690000000000001
B10-e003Assembly-mGAM-p5,0.0,0.0
C2-e003Coalescence-mGAM-p7,0.0,0.0
D3-e003Coalescence-mBHI-p5,0.54425,0.769
B11-e003Coalescence-mGAM-p3,0.26875,0.493
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
B5-e003Assembly-mBHI-p5,0.25,0.5
D2-e003Coalescence-mBHI-p5,0.25,0.5
D8-e003Assembly-mGAM-p5,0.81525,0.0
D5-e003Coalescence-mGAM-p5,0.25,0.5
B5-e003Coalescence-mBHI-p5,0.58175,0.67
D5-e003Coalescence-mBHI-p7,0.37124999999999997,0.5445
C9-e003Coalescence-mBHI-p5,0.0375,0.2
A5-e003Coalescence-mGAM-p3,0.25,0.5
A2-e003Coalescence-Inoculumn-mGAM,0.882,0.0285
E5-e004Assembly-mGAM-p5,0.25,0.0
D8-e003Coalescence-mGAM-p5,0.2575,0.4585
A12-e003Coalescence-mGAM-p3,0.2865,0.4425
C2-e003Coalescence-mBHI-p3,0.0345,0.0
C4-e004Assembly-mBHI-p5,0.0,0.0
D9-e003Coalescence-mGAM-p7,0.267,0.5
D4-e003Coalescence-mBHI-p7,0.1965,0.392
D8-e003Assembly-mGAM-p3,0.86725,0.0
E4-e004Assembly-mGAM-p7,0.25,0.5
E3-e004Assembly-mGAM-p3,0.0,0.5
B10-e003Coalescence-mGAM-p3,0.501,0.4945
A9-e003Coalescence-mGAM-p7,0.93525,0.6060000000000001
D5-e004Assembly-mGAM-p5,0.0,0.0
B5-e003Coalescence-Inoculumn-mGAM,0.3065,0.5245
D10-e003Coalescence-mBHI-p5,0.125,0.0
D5-e003Coalescence-mBHI-p3,0.25,0.5
C5-e003Coalescence-mBHI-p3,0.15,0.346
D9-e003Coalescence-mGAM-p5,0.27075,0.511
C9-e003Coalescence-mBHI-p3,0.0,0.0
D10-e003Coalescence-mGAM-p5,0.24225,0.475
C8-e003Coalescence-mBHI-p7,0.0,0.0
B11-e003Assembly-mGAM-p5,0.25,0.5
G3-e004Assembly-epsilon-p7,0.0,0.5
B4-e003Coalescence-mGAM-p5,0.1565,0.07349999999999998
D4-e003Coalescence-mGAM-p5,0.25,0.5
C3-e004Assembly-mBHI-p7,0.0,0.0
B5-e003Coalescence-mGAM-p5,0.25125,0.5015
BB-Fecal,0.0,0.0
B5-e003Coalescence-Inoculumn-mBHI,0.7522500000000001,0.625
G3-e004Assembly-epsilon-p3,0.0,0.5
C2-e003Coalescence-mGAM-p3,0.0,0.0
B5-e003Coalescence-mGAM-p7,0.25,0.5
D8-e003Coalescence-mBHI-p5,0.5912499999999999,0.1805
E5-e004Assembly-mGAM-p7,0.0,0.0
C10-e003Assembly-mGAM-p3,0.0,0.0
B10-e003Coalescence-mBHI-p5,0.14400000000000002,0.128
D5-e003Coalescence-Inoculumn-mGAM,0.25,0.5
B3-e004Assembly-mBHI-p5,0.0,0.0
B5-e003Coalescence-mBHI-p3,0.3685,0.612
G4-e004Assembly-epsilon-p5,0.0,0.5
C4-e003Coalescence-mGAM-p5,0.0,0.0
C5-e003Coalescence-mGAM-p7,0.25,0.5
C5-e003Coalescence-mBHI-inoculumn-redo,0.046500000000000014,0.2
A10-e003Coalescence-mBHI-p5,0.0,0.0
BF-Fecal,0.0,0.0
AM-Fecal,0.0,0.0
B8-e003Assembly-mGAM-p3,0.53025,0.0
A4-e003Coalescence-mGAM-p5,0.268,0.517
D5-e003Coalescence-mBHI-p5,0.0,0.0
D3-e003Assembly-mBHI-p3,1.0,0.8335
D4-e003Coalescence-mGAM-p7,0.25,0.5
A8-e003Coalescence-mBHI-p7,0.77125,0.0
e003-inoculumn-fecal-AC,0.90625,0.702
E3-e004Assembly-mGAM-p7,0.0,0.0
B9-e003GlycerolRevival-mGAM-p2,0.9,0.0
C4-e003Coalescence-mGAM-p3,0.01725,0.0
B2-e003Coalescence-Inoculumn-mGAM,0.8574999999999999,0.09350000000000003
D5-e003Coalescence-mGAM-p7,0.25,0.5
C5-e003Coalescence-mBHI-p5,0.1945,0.21050000000000002
C5-e003Coalescence-mGAM-p3,0.24825,0.4955
A3-e003Coalescence-mBHI-inoculumn-redo,0.7125,0.2105
D9-e003Assembly-mGAM-p5,0.139,1.0
B12-e003Coalescence-mGAM-p3,0.25,0.512
A11-e003Coalescence-mBHI-p7,0.6375,0.0
A3-e003Coalescence-Inoculumn-mGAM,0.1785,0.04700000000000003
D10-e003Assembly-mGAM-p3,0.0,0.0
C3-e003Coalescence-mGAM-p5,0.20299999999999999,0.226
C10-e003GlycerolRevival-mGAM-p2,0.0,0.0
D3-e003Assembly-mBHI-p5,0.90625,0.8205
A10-e003Coalescence-mGAM-p3,0.24075,0.0
A9-e003Coalescence-mBHI-p3,0.8755,0.34099999999999997
A2-e003Coalescence-Inoculumn-mBHI,0.14650000000000002,0.0
D3-e003Coalescence-mBHI-p7,0.93125,0.6475
C3-e003Coalescence-mBHI-p5,0.80575,0.736
D11-e003Assembly-mGAM-p3,0.25,0.5
D2-e003Assembly-mBHI-p3,0.6105,0.1225
B3-e003Assembly-mBHI-p5,0.8927499999999999,0.8
A9-e003Coalescence-mBHI-p5,0.75,0.8235
D5-e003Coalescence-Inoculumn-mBHI,0.25,0.5
B2-e003Coalescence-mGAM-p3,0.125,0.269
C11-e003Coalescence-mGAM-p5,0.25,0.5
G4-e004Assembly-epsilon-p3,0.0,0.5
B3-e003Coalescence-Inoculumn-mBHI,0.96775,0.772
