,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.02212939018859853,0.3125
C9-e003Coalescence-mGAM-p3,0.4255,0.3665
C11-e003Coalescence-mBHI-p3,0.013699146307227662,0.139
D11-e003Coalescence-mBHI-p5,0.0026392850683649625,0.9936408515544959
C9-e003Coalescence-mGAM-p7,0.038,0.09899999999999998
C8-e003Coalescence-mGAM-p7,0.5575,-0.0
D10-e003Coalescence-mBHI-p3,0.006849573153613831,0.28600000000000003
F3-e004Assembly-epsilon-p3,,0.5
B2-e003Coalescence-mBHI-p3,1.0,
A8-e003Coalescence-mBHI-p3,0.746,0.015
e004-inoculumn-fecal-BD,0.019178804830118728,0.5
A4-e003Coalescence-mBHI-p7,0.031964674716864545,-0.0
B9-e003Coalescence-mGAM-p5,0.9974984167612888,0.859
A4-e003Coalescence-mBHI-inoculumn-redo,-0.0,0.022
B3-e003Coalescence-mBHI-p3,0.9992983364086542,0.8474999999999999
D4-e003Coalescence-mBHI-p5,0.011986753018824204,0.5
C2-e003Coalescence-mBHI-p5,0.23104906018664842,
B3-e004Assembly-mBHI-p7,,0.017773004629742187
B5-e004Assembly-mBHI-p7,0.006392934943372909,-0.0
D4-e003Coalescence-mBHI-p3,0.007991168679216136,0.9807459116511126
C4-e003GlycerolRevival-mBHI-p2,0.0071920518112945225,0.01732867951399863
D10-e003Assembly-mGAM-p5,0.03596025905647261,0.08664339756999316
B2-e003Assembly-mBHI-p5,,-0.0
C3-e004Assembly-mBHI-p5,,0.5
B8-e003Assembly-mGAM-p5,0.7595000000000001,-0.0
F4-e004Assembly-epsilon-p5,0.013699146307227662,0.033007008598092635
C4-e003Coalescence-mGAM-p7,-0.0,-0.0
B12-e003Coalescence-mBHI-p3,0.9830775251498952,0.9592266364376503
D3-e004Assembly-mGAM-p7,,0.5
C8-e003Assembly-mGAM-p3,0.7164999999999999,0.0335
C3-e003Coalescence-mGAM-p3,0.072,0.06049999999999997
B4-e003Assembly-mBHI-p5,-0.0,-0.0
D4-e004Assembly-mGAM-p5,0.007016635913458071,0.5
D3-e003Coalescence-Inoculumn-mBHI,0.5525,0.688
C8-e003Assembly-mGAM-p5,0.719,0.0435
C3-e003Coalescence-mBHI-p7,0.517,0.4275
D11-e003Coalescence-mGAM-p5,0.001616191418268432,0.5
A11-e003Coalescence-mGAM-p7,0.004358819279572438,0.5
B8-e003Coalescence-mBHI-p5,0.9940066234905879,0.5690000000000001
B10-e003Assembly-mGAM-p5,-0.0,-0.0
C2-e003Coalescence-mGAM-p7,-0.0,-0.0
D3-e003Coalescence-mBHI-p5,0.401,0.769
B11-e003Coalescence-mGAM-p3,0.0305,0.986
