,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,298,5330
C9-e003Coalescence-mGAM-p3,314,5647
C11-e003Coalescence-mBHI-p3,310,5512
D11-e003Coalescence-mBHI-p5,287,5196
C9-e003Coalescence-mGAM-p7,312,5578
C8-e003Coalescence-mGAM-p7,315,5662
D10-e003Coalescence-mBHI-p3,314,5623
F3-e004Assembly-epsilon-p3,291,5543
B2-e003Coalescence-mBHI-p3,253,4255
A8-e003Coalescence-mBHI-p3,314,5652
e004-inoculumn-fecal-BD,283,5287
A4-e003Coalescence-mBHI-p7,274,4808
B9-e003Coalescence-mGAM-p5,311,5445
A4-e003Coalescence-mBHI-inoculumn-redo,312,5636
B3-e003Coalescence-mBHI-p3,313,5450
D4-e003Coalescence-mBHI-p5,298,5364
C2-e003Coalescence-mBHI-p5,95,1746
B3-e004Assembly-mBHI-p7,295,5508
B5-e004Assembly-mBHI-p7,312,5576
D4-e003Coalescence-mBHI-p3,295,5270
C4-e003GlycerolRevival-mBHI-p2,311,5530
D10-e003Assembly-mGAM-p5,209,3842
B2-e003Assembly-mBHI-p5,77,1894
C3-e004Assembly-mBHI-p5,290,5473
B8-e003Assembly-mGAM-p5,302,5482
F4-e004Assembly-epsilon-p5,290,5333
C4-e003Coalescence-mGAM-p7,309,5573
B12-e003Coalescence-mBHI-p3,310,5317
D3-e004Assembly-mGAM-p7,292,5488
C8-e003Assembly-mGAM-p3,312,5635
C3-e003Coalescence-mGAM-p3,314,5628
B4-e003Assembly-mBHI-p5,288,5354
D4-e004Assembly-mGAM-p5,299,5373
D3-e003Coalescence-Inoculumn-mBHI,315,5619
C8-e003Assembly-mGAM-p5,314,5648
C3-e003Coalescence-mBHI-p7,311,5577
D11-e003Coalescence-mGAM-p5,291,5188
A11-e003Coalescence-mGAM-p7,293,5297
B8-e003Coalescence-mBHI-p5,314,5477
B10-e003Assembly-mGAM-p5,274,5136
C2-e003Coalescence-mGAM-p7,299,5421
