,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.52,0.46199999999999997
B5-e003Coalescence-mBHI-p3,0.0,1.0
B5-e003Coalescence-mBHI-p5,0.0,1.0
B5-e003Coalescence-mBHI-p7,0.0,1.0
B5-e003Coalescence-mGAM-p3,0.263,0.722
B5-e003Coalescence-mGAM-p5,0.09499999999999997,0.9
B5-e003Coalescence-mGAM-p7,0.125,0.87
D3-e003Coalescence-Inoculumn-mBHI,0.529,0.453
D3-e003Coalescence-mBHI-p5,0.0,1.0
D3-e003Coalescence-mBHI-p7,0.0,1.0
D3-e003Coalescence-mGAM-p3,0.375,0.611
D3-e003Coalescence-mGAM-p5,0.31499999999999995,0.673
