,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,0.057,0.921
A4-e003Coalescence-mBHI-p3,0.10280628907950805,0.11982895195230446
A4-e003Coalescence-mBHI-p5,0.00027350597077979174,0.0006041393937987357
A4-e003Coalescence-mBHI-p7,0.002249449241958978,0.0024182333897774084
A4-e003Coalescence-mGAM-p5,0.048,0.001876950220643064
C2-e003Coalescence-mBHI-inoculumn-redo,0.056,0.924
C2-e003Coalescence-mBHI-p3,0.007624577896263543,0.583
C2-e003Coalescence-mBHI-p5,0.06486937101738076,0.06515010841213699
C2-e003Coalescence-mGAM-p3,9.768842212131775e-06,0.97
C2-e003Coalescence-mGAM-p5,1.829090760552377e-05,0.9996099275931255
C2-e003Coalescence-mGAM-p7,1.286297751831534e-05,0.9999513094720515
E4-e003Coalescence-mBHI-p5_S3,0.00021289533872628332,0.0012265058767553134
E4-e003Coalescence-mBHI-p7_S99,5.887688793952837e-05,0.00048287553855839603
E4-e003Coalescence-mGAM-p3_S59,3.293341518640601e-05,0.944
E4-e003Coalescence-mGAM-p5_S51,3.765492755715251e-05,0.9996813912847934
E4-e003Coalescence-mGAM-p7_S147,1.7007757573874657e-05,0.899
G2-e003Coalescence-mBHI-p3_S33,0.05802694810471735,0.07974937312597542
G2-e003Coalescence-mBHI-p5_S25,0.004857868730211287,0.003830473420671594
G2-e003Coalescence-mBHI-p7_S121,0.19270155677365167,0.17489575226904333
G2-e003Coalescence-mGAM-p3_S81,7.150302275726818e-05,0.692
G2-e003Coalescence-mGAM-p5_S73,5.148853276115113e-05,0.999707139142919
