,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,139155.0,528524.0
C11-e003Coalescence-mBHI-p5,564951.0,2125436.0
C11-e003Coalescence-mGAM-p3,744576.0,2874850.0
C11-e003Coalescence-mGAM-p5,498349.0,1894003.0
C11-e003Coalescence-mGAM-p7,930050.0,3637759.0
C5-e003Coalescence-Inoculumn-mGAM,531420.0,2210923.0
D10-e003Coalescence-mBHI-p3,178739.0,678376.0
D10-e003Coalescence-mBHI-p5,134955.0,519976.0
D10-e003Coalescence-mBHI-p7,172355.0,664292.0
D10-e003Coalescence-mGAM-p3,132175.0,528123.0
D10-e003Coalescence-mGAM-p5,839504.0,3198596.0
D10-e003Coalescence-mGAM-p7,1789966.0,6758250.0
D4-e003Coalescence-Inoculumn-mGAM,108399.0,448808.0
G111-e003Coalescence-mBHI-p3_S132,13220.0,51646.0
G111-e003Coalescence-mBHI-p5_S32,450141.0,1703783.0
G111-e003Coalescence-mBHI-p7_S128,173827.0,658855.0
G111-e003Coalescence-mGAM-p3_S180,261581.0,1009174.0
G111-e003Coalescence-mGAM-p5_S80,442810.0,1686126.0
G111-e003Coalescence-mGAM-p7_S176,36628.0,151593.0
H100-e003Coalescence-mBHI-p5_S43,320198.0,1211538.0
H100-e003Coalescence-mBHI-p7_S139,390262.0,1489405.0
H100-e003Coalescence-mGAM-p5_S91,317618.0,1364783.0
H100-e003Coalescence-mGAM-p7_S187,164409.0,650152.0
