,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,6538743.0,1846307.0
C5-e003Coalescence-mBHI-p3,1024111.0,308672.0
C5-e003Coalescence-mBHI-p5,4087117.0,1207332.0
C5-e003Coalescence-mBHI-p7,3182351.0,889870.0
C5-e003Coalescence-mGAM-p3,5189837.0,1523045.0
C5-e003Coalescence-mGAM-p7,4798956.0,1355884.0
D4-e003Coalescence-Inoculumn-mBHI,10341037.0,2924673.0
D4-e003Coalescence-mBHI-p3,1091928.0,318466.0
D4-e003Coalescence-mBHI-p5,1262215.0,357044.0
D4-e003Coalescence-mBHI-p7,1999222.0,572535.0
D4-e003Coalescence-mGAM-p3,4945104.0,1422152.0
D4-e003Coalescence-mGAM-p5,6856571.0,1922165.0
D4-e003Coalescence-mGAM-p7,14602103.0,4018772.0
G5-e003Coalescence-mBHI-p3_S36,1096934.0,321429.0
G5-e003Coalescence-mBHI-p5_S28,6215310.0,1709049.0
G5-e003Coalescence-mBHI-p7_S124,4856629.0,1333955.0
G5-e003Coalescence-mGAM-p3_S84,2832208.0,848000.0
G5-e003Coalescence-mGAM-p5_S76,6253461.0,1776389.0
G5-e003Coalescence-mGAM-p7_S172,6885330.0,2061797.0
H4-e003Coalescence-mBHI-p3_S47,3705018.0,1109804.0
H4-e003Coalescence-mBHI-p5_S39,3868357.0,1051600.0
H4-e003Coalescence-mBHI-p7_S135,3994513.0,1120875.0
H4-e003Coalescence-mGAM-p3_S95,661503.0,192437.0
H4-e003Coalescence-mGAM-p5_S87,4132678.0,1235000.0
H4-e003Coalescence-mGAM-p7_S183,11179547.0,3113648.0
