,0.975,0.975
A3-e003Coalescence-Inoculumn-mGAM,0.75,0.51
A9-e003Coalescence-mBHI-p3,0.149,1.0
A9-e003Coalescence-mBHI-p5,0.143,1.0
A9-e003Coalescence-mBHI-p7,0.05300000000000005,1.0
A9-e003Coalescence-mGAM-p5,0.147,0.94
A9-e003Coalescence-mGAM-p7,0.046750000000000014,1.0
B2-e003Coalescence-Inoculumn-mGAM,0.723,0.46799999999999997
B8-e003Coalescence-mBHI-p5,0.07299999999999995,1.0
B8-e003Coalescence-mBHI-p7,0.071,1.0
B8-e003Coalescence-mGAM-p5,0.249,0.87
B8-e003Coalescence-mGAM-p7,0.16257499999999891,0.929
E9-e003Coalescence-mBHI-p5_S6,0.025324999999998925,1.0
E9-e003Coalescence-mBHI-p7_S102,0.132,1.0
E9-e003Coalescence-mGAM-p3_S154,0.483,0.69
E9-e003Coalescence-mGAM-p5_S54,0.367,0.822
E9-e003Coalescence-mGAM-p7_S150,0.333,1.0
F8-e003Coalescence-mBHI-p3_S117,0.224,1.0
F8-e003Coalescence-mBHI-p5_S17,0.045,1.0
F8-e003Coalescence-mBHI-p7_S113,0.049,1.0
F8-e003Coalescence-mGAM-p3_S165,0.667,1.0
F8-e003Coalescence-mGAM-p5_S65,0.405,0.81
F8-e003Coalescence-mGAM-p7_S161,0.372,0.8399249999999993
