,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,0.613,0.371
B10-e003Coalescence-mBHI-p5,0.5489999999999999,0.4605
B10-e003Coalescence-mGAM-p3,0.108,0.897
B10-e003Coalescence-mGAM-p7,0.004280489330330311,0.9964569150863067
B4-e003Coalescence-Inoculumn-mGAM,0.518,0.506
C3-e003Coalescence-Inoculumn-mGAM,0.53,0.494
C9-e003Coalescence-mBHI-p3,0.45499999999999996,0.544
C9-e003Coalescence-mBHI-p5,0.532,0.449
C9-e003Coalescence-mBHI-p7,0.15600000000000003,0.824
C9-e003Coalescence-mGAM-p3,0.234,0.764
C9-e003Coalescence-mGAM-p5,0.15200000000000002,0.841
C9-e003Coalescence-mGAM-p7,0.008000000000000007,0.993
F100-e003Coalescence-mBHI-p7_S115,0.46599999999999997,0.47
F100-e003Coalescence-mGAM-p3_S167,0.013,0.99
F100-e003Coalescence-mGAM-p5_S67,0.10799999999999998,0.894
F100-e003Coalescence-mGAM-p7_S163,0.02,0.979
G9-e003Coalescence-mBHI-p3_S130,0.208,0.766
G9-e003Coalescence-mBHI-p5_S30,0.17100000000000004,0.803
G9-e003Coalescence-mGAM-p3_S178,0.244,0.744
G9-e003Coalescence-mGAM-p5_S78,0.096,0.91
G9-e003Coalescence-mGAM-p7_S174,0.010000000000000009,0.989
