,0
C12-e003Coalescence-mBHI-p3,42.0
C9-e003Coalescence-mGAM-p3,172.0
B5-e004Assembly-mBHI-p3,20.0
C11-e003Coalescence-mBHI-p3,68.0
D11-e003Coalescence-mBHI-p5,97.0
C9-e003Coalescence-mGAM-p7,415.0
C8-e003Coalescence-mGAM-p7,658.0
D10-e003Coalescence-mBHI-p3,86.0
F3-e004Assembly-epsilon-p3,11.0
B2-e003Coalescence-mBHI-p3,5.0
A8-e003Coalescence-mBHI-p3,86.0
e004-inoculumn-fecal-BD,4.0
A4-e003Coalescence-mBHI-p7,13.0
B9-e003Coalescence-mGAM-p5,564.0
A4-e003Coalescence-mBHI-inoculumn-redo,95.0
B3-e003Coalescence-mBHI-p3,90.0
D4-e003Coalescence-mBHI-p5,42.0
C2-e003Coalescence-mBHI-p5,6.0
B3-e004Assembly-mBHI-p7,101.0
B5-e004Assembly-mBHI-p7,40.0
D4-e003Coalescence-mBHI-p3,37.0
C4-e003GlycerolRevival-mBHI-p2,89.0
G5-e004Assembly-epsilon-p3,4.0
C5-e004Assembly-mBHI-p3,21.0
D10-e003Assembly-mGAM-p5,101.0
B2-e003Assembly-mBHI-p5,4.0
C3-e004Assembly-mBHI-p5,64.0
B2-e003Coalescence-mBHI-p5,4.0
B8-e003Assembly-mGAM-p5,47.0
F4-e004Assembly-epsilon-p5,7.0
C4-e003Coalescence-mGAM-p7,189.0
B12-e003Coalescence-mBHI-p3,14.0
D3-e004Assembly-mGAM-p7,221.0
C8-e003Assembly-mGAM-p3,24.0
C3-e003Coalescence-mGAM-p3,136.0
B4-e003Assembly-mBHI-p5,72.0
D4-e004Assembly-mGAM-p5,116.0
D3-e003Coalescence-Inoculumn-mBHI,216.0
C8-e003Assembly-mGAM-p5,9.0
C3-e003Coalescence-mBHI-p7,66.0
D11-e003Coalescence-mGAM-p5,47.0
A11-e003Coalescence-mGAM-p7,116.0
B8-e003Coalescence-mBHI-p5,113.0
B10-e003Assembly-mGAM-p5,122.0
C2-e003Coalescence-mGAM-p7,746.0
D3-e003Coalescence-mBHI-p5,48.0
B11-e003Coalescence-mGAM-p3,224.0
