,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mGAM-p7,11375,12510
B2-e003Coalescence-Inoculumn-mBHI,9654,10417
B2-e003Coalescence-mBHI-p3,4753,5713
B2-e003Coalescence-mGAM-p3,11396,12547
E3-e003Coalescence-mBHI-p3_S10,2993,3221
E3-e003Coalescence-mBHI-p5_S2,5616,7016
E3-e003Coalescence-mGAM-p3_S58,11405,12500
E3-e003Coalescence-mGAM-p5_S50,11431,12567
E3-e003Coalescence-mGAM-p7_S146,11261,12259
F2-e003Coalescence-mBHI-p5_S13,11073,12382
F2-e003Coalescence-mGAM-p3_S69,11404,12494
F2-e003Coalescence-mGAM-p5_S61,11430,12585
F2-e003Coalescence-mGAM-p7_S157,11427,12564
