,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.429,0.3
A11-e003Coalescence-mBHI-p5,0.517,0.104
A11-e003Coalescence-mBHI-p7,0.565,0.17400000000000004
A11-e003Coalescence-mGAM-p3,0.246,0.635
A11-e003Coalescence-mGAM-p7,0.003827853333523704,0.882
A5-e003Coalescence-Inoculumn-mGAM,0.822,0.153
D2-e003Coalescence-Inoculumn-mGAM,0.824,0.15
D8-e003Coalescence-mBHI-p5,0.444,0.185
D8-e003Coalescence-mGAM-p5,0.0050558040926970095,0.926
E111-e003Coalescence-mBHI-p3_S108,0.528,0.25
E111-e003Coalescence-mBHI-p5_S8,0.356,0.274
E111-e003Coalescence-mBHI-p7_S104,0.456,0.16000000000000003
E111-e003Coalescence-mGAM-p5_S56,0.15400000000000003,0.806
H8-e003Coalescence-mBHI-p5_S41,0.389,0.527
H8-e003Coalescence-mBHI-p7_S137,0.609,0.139
H8-e003Coalescence-mGAM-p5_S89,0.097,0.837
H8-e003Coalescence-mGAM-p7_S185,0.079,0.887
