,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,1053495.0,240223.0
B10-e003Coalescence-mBHI-p5,1799694.0,402059.0
B10-e003Coalescence-mGAM-p3,4055487.0,893259.0
B10-e003Coalescence-mGAM-p7,785223.0,169955.0
B4-e003Coalescence-Inoculumn-mGAM,8926251.0,2005939.0
C3-e003Coalescence-Inoculumn-mGAM,6985120.0,1563252.0
C9-e003Coalescence-mBHI-p3,1496952.0,333126.0
C9-e003Coalescence-mBHI-p5,1686073.0,381000.0
C9-e003Coalescence-mBHI-p7,921769.0,201498.0
C9-e003Coalescence-mGAM-p3,3996946.0,877791.0
C9-e003Coalescence-mGAM-p5,8517025.0,1883547.0
C9-e003Coalescence-mGAM-p7,9379519.0,2019116.0
F100-e003Coalescence-mBHI-p7_S115,946257.0,213322.0
F100-e003Coalescence-mGAM-p3_S167,5037435.0,1070226.0
F100-e003Coalescence-mGAM-p5_S67,1598724.0,349684.0
F100-e003Coalescence-mGAM-p7_S163,7663662.0,1633238.0
G9-e003Coalescence-mBHI-p3_S130,1006127.0,217534.0
G9-e003Coalescence-mBHI-p5_S30,1572823.0,342972.0
G9-e003Coalescence-mGAM-p3_S178,6457891.0,1408338.0
G9-e003Coalescence-mGAM-p5_S78,1480309.0,315484.0
G9-e003Coalescence-mGAM-p7_S174,7301529.0,1553522.0
