,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,710216.0,651602.0
A9-e003Coalescence-mBHI-p3,792881.0,662077.0
A9-e003Coalescence-mBHI-p5,278788.0,231073.0
A9-e003Coalescence-mBHI-p7,919346.0,773650.0
A9-e003Coalescence-mGAM-p5,2986871.0,2548340.0
A9-e003Coalescence-mGAM-p7,1108932.0,939965.0
B2-e003Coalescence-Inoculumn-mGAM,1466438.0,1344769.0
B8-e003Coalescence-mBHI-p5,835943.0,691607.0
B8-e003Coalescence-mBHI-p7,305394.0,254628.0
B8-e003Coalescence-mGAM-p5,2554471.0,2222261.0
B8-e003Coalescence-mGAM-p7,2775786.0,2398483.0
E9-e003Coalescence-mBHI-p5_S6,589775.0,476111.0
E9-e003Coalescence-mBHI-p7_S102,535602.0,437836.0
E9-e003Coalescence-mGAM-p3_S154,1906836.0,1695965.0
E9-e003Coalescence-mGAM-p5_S54,1137889.0,985894.0
E9-e003Coalescence-mGAM-p7_S150,61317.0,51425.0
F8-e003Coalescence-mBHI-p3_S117,296973.0,245240.0
F8-e003Coalescence-mBHI-p5_S17,633435.0,512162.0
F8-e003Coalescence-mBHI-p7_S113,544243.0,437286.0
F8-e003Coalescence-mGAM-p3_S165,99067.0,84732.0
F8-e003Coalescence-mGAM-p5_S65,911248.0,793099.0
F8-e003Coalescence-mGAM-p7_S161,943127.0,818764.0
