,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.49488849727651396,0.35890632338141565
A11-e003Coalescence-mBHI-p5,0.5993727170778597,0.19447928547467294
A11-e003Coalescence-mBHI-p7,0.5953688721563601,0.21582195571955717
A11-e003Coalescence-mGAM-p3,0.2641985741749439,0.641890892318014
A11-e003Coalescence-mGAM-p7,0.045377443127202814,0.8929525327071451
A5-e003Coalescence-Inoculumn-mGAM,0.813070089714835,0.15527968802415296
D2-e003Coalescence-Inoculumn-mGAM,0.8133625440563922,0.15238200268366323
D8-e003Coalescence-mBHI-p5,0.5339955142582505,0.27203950016772893
D8-e003Coalescence-mGAM-p5,0.031374959948734384,0.9261319188191882
E111-e003Coalescence-mBHI-p3_S108,0.5342632169176547,0.28157027843005705
E111-e003Coalescence-mBHI-p5_S8,0.43860245113745594,0.34976408923180136
E111-e003Coalescence-mBHI-p7_S104,0.5501032521627683,0.2462246729285475
E111-e003Coalescence-mGAM-p5_S56,0.15615427747516822,0.7891671418986917
H8-e003Coalescence-mBHI-p5_S41,0.3851337712271708,0.5227250083864475
H8-e003Coalescence-mBHI-p7_S137,0.6536330503043897,0.19408327742368334
H8-e003Coalescence-mGAM-p5_S89,0.10569072412688242,0.8238828413284133
H8-e003Coalescence-mGAM-p7_S185,0.08326401794296699,0.8762037906742703
