,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.447,0.528
C5-e003Coalescence-mBHI-p3,0.923,0.05300000000000005
C5-e003Coalescence-mBHI-p5,0.755,0.211
C5-e003Coalescence-mBHI-p7,0.391,0.575
C5-e003Coalescence-mGAM-p3,0.832,0.15700000000000003
C5-e003Coalescence-mGAM-p7,0.571,0.4
D4-e003Coalescence-Inoculumn-mBHI,0.463,0.503
D4-e003Coalescence-mBHI-p3,0.684,0.29400000000000004
D4-e003Coalescence-mBHI-p5,0.538,0.43899999999999995
D4-e003Coalescence-mBHI-p7,0.561,0.424
D4-e003Coalescence-mGAM-p3,0.733,0.253
D4-e003Coalescence-mGAM-p5,0.528,0.444
D4-e003Coalescence-mGAM-p7,0.412,0.5589999999999999
G5-e003Coalescence-mBHI-p3_S36,0.647,0.31899999999999995
G5-e003Coalescence-mBHI-p5_S28,0.336,0.627
G5-e003Coalescence-mBHI-p7_S124,0.325,0.629
G5-e003Coalescence-mGAM-p3_S84,0.833,0.15200000000000002
G5-e003Coalescence-mGAM-p5_S76,0.564,0.40700000000000003
G5-e003Coalescence-mGAM-p7_S172,0.802,0.179
H4-e003Coalescence-mBHI-p3_S47,0.752,0.20599999999999996
H4-e003Coalescence-mBHI-p5_S39,0.287,0.661
H4-e003Coalescence-mBHI-p7_S135,0.422,0.516
H4-e003Coalescence-mGAM-p3_S95,0.792,0.18999999999999995
H4-e003Coalescence-mGAM-p5_S87,0.818,0.16400000000000003
H4-e003Coalescence-mGAM-p7_S183,0.455,0.504
