,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,10508,2886
A5-e003Coalescence-mBHI-inoculumn-redo,10601,2939
A5-e003Coalescence-mBHI-p3,5992,1579
A5-e003Coalescence-mBHI-p7,10504,2872
A5-e003Coalescence-mGAM-p3,10580,2925
D2-e003Coalescence-Inoculumn-mBHI,10599,2933
D2-e003Coalescence-mBHI-p3,10601,2912
D2-e003Coalescence-mBHI-p5,10276,2815
D2-e003Coalescence-mGAM-p5,10619,2948
E5-e003Coalescence-mBHI-p3_S12,10552,2863
E5-e003Coalescence-mBHI-p5_S4,10446,2848
E5-e003Coalescence-mBHI-p7_S100,10556,2892
E5-e003Coalescence-mGAM-p3_S60,10537,2897
E5-e003Coalescence-mGAM-p5_S52,10595,2938
E5-e003Coalescence-mGAM-p7_S148,10617,2941
H2-e003Coalescence-mBHI-p3_S45,10573,2912
H2-e003Coalescence-mBHI-p7_S133,10456,2855
H2-e003Coalescence-mGAM-p3_S93,10586,2946
H2-e003Coalescence-mGAM-p5_S85,10397,2805
H2-e003Coalescence-mGAM-p7_S181,10617,2940
