,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,1113285.0,1487479.0
B4-e003Coalescence-mBHI-p3,56179.0,76909.0
B4-e003Coalescence-mGAM-p5,993095.0,1279748.0
C3-e003Coalescence-mBHI-inoculumn-redo,890714.0,1205723.0
C3-e003Coalescence-mBHI-p5,110030.0,149549.0
C3-e003Coalescence-mBHI-p7,444661.0,592529.0
C3-e003Coalescence-mGAM-p3,979634.0,1336858.0
C3-e003Coalescence-mGAM-p5,1471589.0,1940984.0
C3-e003Coalescence-mGAM-p7,6042983.0,8065434.0
F4-e003Coalescence-mBHI-p3_S23,47394.0,64438.0
F4-e003Coalescence-mBHI-p5_S15,219021.0,293051.0
F4-e003Coalescence-mBHI-p7_S111,82151.0,114147.0
F4-e003Coalescence-mGAM-p3_S71,850038.0,1160462.0
F4-e003Coalescence-mGAM-p5_S63,575141.0,747268.0
F4-e003Coalescence-mGAM-p7_S159,957891.0,1240550.0
G3-e003Coalescence-mBHI-p3_S34,162237.0,213541.0
G3-e003Coalescence-mBHI-p5_S26,232731.0,307617.0
G3-e003Coalescence-mBHI-p7_S122,126356.0,173166.0
G3-e003Coalescence-mGAM-p3_S82,311967.0,414896.0
G3-e003Coalescence-mGAM-p5_S74,1397244.0,1945568.0
