,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,1526559.0,632985.0
B5-e003Coalescence-mBHI-p3,930238.0,391878.0
B5-e003Coalescence-mBHI-p5,793779.0,338305.0
B5-e003Coalescence-mBHI-p7,1050540.0,435623.0
B5-e003Coalescence-mGAM-p3,833666.0,353324.0
B5-e003Coalescence-mGAM-p5,1670125.0,676662.0
B5-e003Coalescence-mGAM-p7,755935.0,308526.0
D3-e003Coalescence-Inoculumn-mBHI,4150578.0,1723051.0
D3-e003Coalescence-mBHI-p5,933962.0,395906.0
D3-e003Coalescence-mBHI-p7,2486888.0,1030039.0
D3-e003Coalescence-mGAM-p3,812590.0,336751.0
D3-e003Coalescence-mGAM-p5,3773577.0,1517568.0
F5-e003Coalescence-mBHI-p3_S24,1037763.0,433188.0
F5-e003Coalescence-mBHI-p5_S16,795068.0,328017.0
F5-e003Coalescence-mBHI-p7_S112,987362.0,401267.0
F5-e003Coalescence-mGAM-p3_S72,302169.0,129060.0
F5-e003Coalescence-mGAM-p5_S64,2595741.0,1033101.0
F5-e003Coalescence-mGAM-p7_S160,1086094.0,462493.0
H3-e003Coalescence-mBHI-p3_S46,1141743.0,516476.0
H3-e003Coalescence-mBHI-p5_S38,1073477.0,464405.0
H3-e003Coalescence-mBHI-p7_S134,558541.0,233726.0
H3-e003Coalescence-mGAM-p3_S94,532596.0,220446.0
H3-e003Coalescence-mGAM-p5_S86,1184325.0,469801.0
H3-e003Coalescence-mGAM-p7_S182,1280911.0,523635.0
