,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,245276.0,67522.0
A10-e003Coalescence-mBHI-p5,735819.0,209485.0
A10-e003Coalescence-mBHI-p7,1066252.0,297519.0
A10-e003Coalescence-mGAM-p3,5700455.0,1494135.0
A10-e003Coalescence-mGAM-p7,5332509.0,1414315.0
A4-e003Coalescence-Inoculumn-mGAM,12675304.0,3413160.0
C2-e003Coalescence-Inoculumn-mGAM,6189949.0,1680302.0
C8-e003Coalescence-mBHI-p5,3694342.0,1047958.0
C8-e003Coalescence-mBHI-p7,977130.0,273334.0
C8-e003Coalescence-mGAM-p7,14742398.0,3960501.0
E100-e003Coalescence-mBHI-p5_S7,1617286.0,459812.0
E100-e003Coalescence-mBHI-p7_S103,4296031.0,1260722.0
E100-e003Coalescence-mGAM-p3_S155,1767220.0,455637.0
E100-e003Coalescence-mGAM-p5_S55,3046368.0,842969.0
E100-e003Coalescence-mGAM-p7_S151,4087326.0,1078542.0
G8-e003Coalescence-mBHI-p3_S129,1952667.0,565386.0
G8-e003Coalescence-mBHI-p5_S29,2177760.0,625558.0
G8-e003Coalescence-mBHI-p7_S125,1288175.0,373489.0
G8-e003Coalescence-mGAM-p3_S177,6313672.0,1723260.0
G8-e003Coalescence-mGAM-p5_S77,5512988.0,1487731.0
G8-e003Coalescence-mGAM-p7_S173,17951712.0,4737084.0
