,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,20740.0,22283.0
A4-e003Coalescence-mBHI-p3,1467.0,1606.0
A4-e003Coalescence-mBHI-p5,6376.0,6942.0
A4-e003Coalescence-mBHI-p7,2904.0,3032.0
A4-e003Coalescence-mGAM-p5,25548.0,28598.0
C2-e003Coalescence-mBHI-inoculumn-redo,14811.0,15407.0
C2-e003Coalescence-mBHI-p3,2545.0,2773.0
C2-e003Coalescence-mBHI-p5,1587.0,1745.0
C2-e003Coalescence-mGAM-p3,36814.0,38854.0
C2-e003Coalescence-mGAM-p5,28419.0,30049.0
C2-e003Coalescence-mGAM-p7,162662.0,170673.0
E4-e003Coalescence-mBHI-p3_S11,1261.0,1346.0
E4-e003Coalescence-mBHI-p5_S3,9277.0,10066.0
E4-e003Coalescence-mBHI-p7_S99,11919.0,12595.0
E4-e003Coalescence-mGAM-p3_S59,44841.0,46285.0
E4-e003Coalescence-mGAM-p5_S51,36213.0,36802.0
E4-e003Coalescence-mGAM-p7_S147,52838.0,53718.0
G2-e003Coalescence-mBHI-p3_S33,1650.0,1735.0
G2-e003Coalescence-mBHI-p5_S25,3042.0,3208.0
G2-e003Coalescence-mBHI-p7_S121,1337.0,1431.0
G2-e003Coalescence-mGAM-p3_S81,42852.0,44180.0
G2-e003Coalescence-mGAM-p5_S73,51728.0,52790.0
