,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.006108897742363878,0.0
B4-e003Coalescence-mBHI-p3,0.4709163346613546,0.014538455237939224
B4-e003Coalescence-mGAM-p5,0.34926958831341304,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.010424966799468792,0.0
C3-e003Coalescence-mBHI-p5,0.5707171314741036,0.00012286018510934558
C3-e003Coalescence-mBHI-p7,0.1752324037184595,0.0
C3-e003Coalescence-mGAM-p3,0.009561752988047808,0.0
C3-e003Coalescence-mGAM-p5,0.013479415670650731,0.0
C3-e003Coalescence-mGAM-p7,0.007171314741035857,0.0
F4-e003Coalescence-mBHI-p3_S23,0.5288844621513944,0.003849619133426161
F4-e003Coalescence-mBHI-p5_S15,0.34183266932270917,0.0
F4-e003Coalescence-mBHI-p7_S111,0.42895086321381143,0.015439429928741092
F4-e003Coalescence-mGAM-p3_S71,0.011553784860557768,0.0
F4-e003Coalescence-mGAM-p5_S63,0.5115537848605578,0.0
F4-e003Coalescence-mGAM-p7_S159,0.897410358565737,0.0
G3-e003Coalescence-mBHI-p3_S34,0.7162018592297477,0.0
G3-e003Coalescence-mBHI-p5_S26,0.398804780876494,0.0
G3-e003Coalescence-mBHI-p7_S122,0.1049800796812749,0.006429683020722418
G3-e003Coalescence-mGAM-p3_S82,0.1649402390438247,0.0
G3-e003Coalescence-mGAM-p5_S74,0.010889774236387782,0.0
