,index,fixed_diffs,comparisons,sample1,species_id
0,C_B11_e003Assembly_4_S215,0,1307609,C_B11_e003Assembly_4_S215,103190
1,C_F3_e003Assembly_6_S255,56,1306963,C_B11_e003Assembly_4_S215,103190
2,C_F7_e003Assembly_6_S259,17,1349852,C_B11_e003Assembly_4_S215,103190
3,C_F11_e003Assembly_4_S263,79,1390672,C_B11_e003Assembly_4_S215,103190
0,C_B11_e003Assembly_4_S215,56,1307609,C_F3_e003Assembly_6_S255,103190
1,C_F3_e003Assembly_6_S255,0,1306963,C_F3_e003Assembly_6_S255,103190
2,C_F7_e003Assembly_6_S259,25,1349852,C_F3_e003Assembly_6_S255,103190
3,C_F11_e003Assembly_4_S263,113,1390672,C_F3_e003Assembly_6_S255,103190
0,C_B11_e003Assembly_4_S215,17,1307609,C_F7_e003Assembly_6_S259,103190
1,C_F3_e003Assembly_6_S255,25,1306963,C_F7_e003Assembly_6_S259,103190
2,C_F7_e003Assembly_6_S259,0,1349852,C_F7_e003Assembly_6_S259,103190
3,C_F11_e003Assembly_4_S263,7,1390672,C_F7_e003Assembly_6_S259,103190
0,C_B11_e003Assembly_4_S215,79,1307609,C_F11_e003Assembly_4_S263,103190
1,C_F3_e003Assembly_6_S255,113,1306963,C_F11_e003Assembly_4_S263,103190
2,C_F7_e003Assembly_6_S259,7,1349852,C_F11_e003Assembly_4_S263,103190
3,C_F11_e003Assembly_4_S263,0,1390672,C_F11_e003Assembly_4_S263,103190
