,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,31926.0,34501.0
C5-e003Coalescence-mGAM-p3,49520.0,51149.0
C5-e003Coalescence-mGAM-p7,33112.0,34326.0
D4-e003Coalescence-Inoculumn-mBHI,49558.0,55275.0
D4-e003Coalescence-mGAM-p3,61578.0,64692.0
D4-e003Coalescence-mGAM-p5,52447.0,54624.0
D4-e003Coalescence-mGAM-p7,50790.0,52364.0
G5-e003Coalescence-mGAM-p3_S84,30237.0,30730.0
G5-e003Coalescence-mGAM-p5_S76,58758.0,58585.0
G5-e003Coalescence-mGAM-p7_S172,66163.0,65549.0
H4-e003Coalescence-mGAM-p3_S95,9905.0,10125.0
H4-e003Coalescence-mGAM-p5_S87,20880.0,20959.0
H4-e003Coalescence-mGAM-p7_S183,68241.0,68041.0
