,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.667,0.31200000000000006
C5-e003Coalescence-mGAM-p3,0.15,0.839
C5-e003Coalescence-mGAM-p7,0.0014660828501445206,0.9984287653096603
D4-e003Coalescence-Inoculumn-mBHI,0.654,0.333
D4-e003Coalescence-mGAM-p3,0.36,0.622
D4-e003Coalescence-mGAM-p5,0.132,0.857
D4-e003Coalescence-mGAM-p7,0.0017979274301542741,0.9979530122587913
G5-e003Coalescence-mGAM-p3_S84,0.03688655177079339,0.9574320411828278
G5-e003Coalescence-mGAM-p5_S76,0.013174827813688998,0.9855846551429863
G5-e003Coalescence-mGAM-p7_S172,0.00030047557214074654,0.9993449078911654
H4-e003Coalescence-mGAM-p3_S95,0.333,0.625
H4-e003Coalescence-mGAM-p5_S87,0.016132062422722117,0.9823004176660156
H4-e003Coalescence-mGAM-p7_S183,0.0001542737689665868,0.9996314913084035
