,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.7470719645293316,0.10306609547123623
A11-e003Coalescence-mGAM-p3,0.027970668485675303,0.9587690738474093
A11-e003Coalescence-mGAM-p7,0.04115109140518417,0.8282904936760507
A5-e003Coalescence-Inoculumn-mGAM,0.33302830832196456,0.6286707466340269
D2-e003Coalescence-Inoculumn-mGAM,0.31581275579809004,0.6246450428396573
D8-e003Coalescence-mGAM-p5,0.08550920873124149,0.8967547939616483
E111-e003Coalescence-mBHI-p7_S104,0.9172465893587995,0.009645450836393309
E111-e003Coalescence-mGAM-p5_S56,0.02724113233287858,0.927030191758466
H8-e003Coalescence-mBHI-p5_S41,0.7862138472032743,0.0023406772745818033
H8-e003Coalescence-mBHI-p7_S137,0.8394570259208731,0.000817625458996328
H8-e003Coalescence-mGAM-p5_S89,0.09919474761255116,0.8409987760097919
H8-e003Coalescence-mGAM-p7_S185,0.1383850613915416,0.841094247246022
