,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.40900000000000003,0.8418192090395481
B4-e003Coalescence-mBHI-p3,1.0,0.9025365853658538
B4-e003Coalescence-mGAM-p5,1.0,0.8529411764705882
C3-e003Coalescence-mBHI-inoculumn-redo,0.30800000000000005,0.7105592105263158
C3-e003Coalescence-mBHI-p5,0.0,1.0
C3-e003Coalescence-mBHI-p7,0.0,0.9879680000000001
C3-e003Coalescence-mGAM-p3,,0.9188378378378378
C3-e003Coalescence-mGAM-p5,,0.0
C3-e003Coalescence-mGAM-p7,1.0,0.0
F4-e003Coalescence-mBHI-p3_S23,0.625,0.9090909090909091
F4-e003Coalescence-mBHI-p5_S15,1.0,0.43758749999999996
F4-e003Coalescence-mBHI-p7_S111,0.5,0.4221666666666667
F4-e003Coalescence-mGAM-p3_S71,0.0,0.875
F4-e003Coalescence-mGAM-p7_S159,0.0,0.21036842105263157
G3-e003Coalescence-mBHI-p3_S34,0.0,0.8845961538461539
G3-e003Coalescence-mBHI-p5_S26,1.0,0.11882178217821783
G3-e003Coalescence-mBHI-p7_S122,0.36399999999999993,0.44621428571428573
G3-e003Coalescence-mGAM-p3_S82,,0.8887777777777778
G3-e003Coalescence-mGAM-p5_S74,0.44399999999999995,0.5225681818181819
