,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.16649103585657368,0.7840195640022358
B4-e003Coalescence-mBHI-p3,0.0925,0.5868652878703187
C3-e003Coalescence-mBHI-inoculumn-redo,0.17648406374501993,0.7775600894354388
C3-e003Coalescence-mBHI-p5,0.001107569721115538,0.6969183901621018
C3-e003Coalescence-mBHI-p7,0.0086503984063745,0.9801900503074343
C3-e003Coalescence-mGAM-p7,0.43160756972111547,0.04674958077138065
F4-e003Coalescence-mBHI-p5_S15,0.5483496015936256,0.3289904974846283
F4-e003Coalescence-mBHI-p7_S111,0.6282081673306773,0.2805561766349916
G3-e003Coalescence-mBHI-p3_S34,0.037316733067729084,0.9298295136948015
G3-e003Coalescence-mBHI-p5_S26,0.7251812749003984,0.2062375628842929
G3-e003Coalescence-mBHI-p7_S122,0.439343625498008,0.3542711011738401
G3-e003Coalescence-mGAM-p5_S74,0.13015537848605577,0.2736266070430408
