,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,12072,13763
A9-e003Coalescence-mBHI-p3,12815,14582
A9-e003Coalescence-mBHI-p5,12796,14531
A9-e003Coalescence-mBHI-p7,12812,14584
A9-e003Coalescence-mGAM-p5,12790,14533
A9-e003Coalescence-mGAM-p7,12559,14259
B2-e003Coalescence-Inoculumn-mGAM,12664,14439
B8-e003Coalescence-mBHI-p5,12816,14572
B8-e003Coalescence-mBHI-p7,12781,14527
B8-e003Coalescence-mGAM-p5,12775,14455
B8-e003Coalescence-mGAM-p7,12775,14526
E9-e003Coalescence-mBHI-p5_S6,12770,14478
E9-e003Coalescence-mBHI-p7_S102,12775,14493
E9-e003Coalescence-mGAM-p3_S154,12594,14241
E9-e003Coalescence-mGAM-p5_S54,12455,13982
F8-e003Coalescence-mBHI-p3_S117,12775,14467
F8-e003Coalescence-mBHI-p5_S17,12789,14512
F8-e003Coalescence-mBHI-p7_S113,12585,14229
F8-e003Coalescence-mGAM-p5_S65,12589,14166
F8-e003Coalescence-mGAM-p7_S161,12404,13915
