,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,12577,14312
A11-e003Coalescence-mBHI-p5,12569,14282
A11-e003Coalescence-mBHI-p7,12508,14209
A11-e003Coalescence-mGAM-p3,12570,14288
A11-e003Coalescence-mGAM-p7,12494,14178
A5-e003Coalescence-Inoculumn-mGAM,12425,14151
D2-e003Coalescence-Inoculumn-mGAM,12469,14200
D8-e003Coalescence-mBHI-p5,12564,14274
D8-e003Coalescence-mGAM-p5,12562,14285
E111-e003Coalescence-mBHI-p3_S108,12327,13908
E111-e003Coalescence-mBHI-p5_S8,12553,14211
E111-e003Coalescence-mBHI-p7_S104,12473,14142
E111-e003Coalescence-mGAM-p5_S56,12452,14124
H8-e003Coalescence-mBHI-p5_S41,12566,14288
H8-e003Coalescence-mBHI-p7_S137,12561,14266
H8-e003Coalescence-mGAM-p5_S89,12513,14203
H8-e003Coalescence-mGAM-p7_S185,12559,14298
