,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,13039,14676
C11-e003Coalescence-mBHI-p5,13043,14682
C11-e003Coalescence-mGAM-p3,13034,14686
C11-e003Coalescence-mGAM-p5,13032,14687
C11-e003Coalescence-mGAM-p7,13015,14681
C5-e003Coalescence-Inoculumn-mGAM,13033,14674
D10-e003Coalescence-mBHI-p3,13038,14669
D10-e003Coalescence-mBHI-p5,13033,14652
D10-e003Coalescence-mBHI-p7,13019,14642
D10-e003Coalescence-mGAM-p3,12978,14669
D10-e003Coalescence-mGAM-p5,12966,14678
D10-e003Coalescence-mGAM-p7,12965,14671
D4-e003Coalescence-Inoculumn-mGAM,9933,11090
G111-e003Coalescence-mBHI-p3_S132,5664,5839
G111-e003Coalescence-mBHI-p5_S32,13028,14605
G111-e003Coalescence-mBHI-p7_S128,13014,14564
G111-e003Coalescence-mGAM-p3_S180,12824,14497
G111-e003Coalescence-mGAM-p5_S80,12994,14665
G111-e003Coalescence-mGAM-p7_S176,6903,8258
H100-e003Coalescence-mBHI-p5_S43,13032,14586
H100-e003Coalescence-mBHI-p7_S139,13023,14579
H100-e003Coalescence-mGAM-p5_S91,12947,14519
H100-e003Coalescence-mGAM-p7_S187,12854,14490
