,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,13380,15098
C5-e003Coalescence-mBHI-p3,12830,14323
C5-e003Coalescence-mBHI-p5,13373,15079
C5-e003Coalescence-mBHI-p7,13367,15072
C5-e003Coalescence-mGAM-p3,13363,15073
C5-e003Coalescence-mGAM-p7,13248,14912
D4-e003Coalescence-Inoculumn-mBHI,13380,15097
D4-e003Coalescence-mBHI-p3,13199,14844
D4-e003Coalescence-mBHI-p5,13296,14955
D4-e003Coalescence-mBHI-p7,13320,14985
D4-e003Coalescence-mGAM-p3,13358,15036
D4-e003Coalescence-mGAM-p5,13360,15052
D4-e003Coalescence-mGAM-p7,13285,14969
G5-e003Coalescence-mBHI-p3_S36,13200,14771
G5-e003Coalescence-mBHI-p5_S28,13357,15034
G5-e003Coalescence-mBHI-p7_S124,13297,14941
G5-e003Coalescence-mGAM-p3_S84,13306,14982
G5-e003Coalescence-mGAM-p5_S76,13303,14980
G5-e003Coalescence-mGAM-p7_S172,13329,15025
H4-e003Coalescence-mBHI-p3_S47,13342,15046
H4-e003Coalescence-mBHI-p5_S39,13334,15005
H4-e003Coalescence-mBHI-p7_S135,13342,14966
H4-e003Coalescence-mGAM-p3_S95,12515,13935
H4-e003Coalescence-mGAM-p5_S87,13253,14838
H4-e003Coalescence-mGAM-p7_S183,13339,14972
