,sample,boot_med,boot_low,boot_high,actual_med
0,B4-e003Coalescence-Inoculumn-mBHI,0.63,0.505,0.773,0.63
1,B4-e003Coalescence-mBHI-p3,0.6970000000000001,0.592,0.907,0.6970000000000001
2,B4-e003Coalescence-mGAM-p5,0.6579999999999999,0.634,0.81,0.6579999999999999
3,C3-e003Coalescence-mBHI-inoculumn-redo,0.706,0.653,0.784,0.706
4,C3-e003Coalescence-mBHI-p5,0.713,0.702,0.786,0.713
5,C3-e003Coalescence-mBHI-p7,0.688,0.664,0.917,0.688
6,C3-e003Coalescence-mGAM-p3,0.633,0.618,0.719,0.633
7,C3-e003Coalescence-mGAM-p5,0.618,0.584,0.763,0.618
8,C3-e003Coalescence-mGAM-p7,0.681,0.606,0.833,0.681
9,F4-e003Coalescence-mBHI-p3_S23,0.754,0.74,1.0,0.754
10,F4-e003Coalescence-mBHI-p5_S15,0.7010000000000001,0.625,1.0,0.7010000000000001
11,F4-e003Coalescence-mBHI-p7_S111,0.736,0.632,1.0,0.736
12,F4-e003Coalescence-mGAM-p3_S71,0.724,0.704,0.909,0.724
13,F4-e003Coalescence-mGAM-p5_S63,0.593,0.412,0.9,0.593
14,F4-e003Coalescence-mGAM-p7_S159,0.661,0.65,1.0,0.661
15,G3-e003Coalescence-mBHI-p3_S34,0.6839999999999999,0.577,0.976,0.6839999999999999
16,G3-e003Coalescence-mBHI-p5_S26,0.648,0.564,0.92,0.648
17,G3-e003Coalescence-mBHI-p7_S122,0.638,0.614,0.968,0.638
18,G3-e003Coalescence-mGAM-p3_S82,0.5569999999999999,0.5569999999999999,0.61,0.5834999999999999
19,G3-e003Coalescence-mGAM-p5_S74,0.6799999999999999,0.541,1.0,0.6799999999999999
