,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,169,3
B4-e003Coalescence-mBHI-p3,167,3
B4-e003Coalescence-mBHI-p5,45,0
B4-e003Coalescence-mGAM-p5,164,3
C3-e003Coalescence-mBHI-inoculumn-redo,167,3
C3-e003Coalescence-mBHI-p5,165,3
C3-e003Coalescence-mBHI-p7,168,3
C3-e003Coalescence-mGAM-p3,167,3
C3-e003Coalescence-mGAM-p5,167,3
C3-e003Coalescence-mGAM-p7,169,3
F4-e003Coalescence-mBHI-p3_S23,168,3
F4-e003Coalescence-mBHI-p5_S15,165,3
F4-e003Coalescence-mBHI-p7_S111,164,3
F4-e003Coalescence-mGAM-p3_S71,166,3
F4-e003Coalescence-mGAM-p5_S63,161,3
F4-e003Coalescence-mGAM-p7_S159,167,3
G3-e003Coalescence-mBHI-p3_S34,168,3
G3-e003Coalescence-mBHI-p5_S26,169,3
G3-e003Coalescence-mBHI-p7_S122,165,3
G3-e003Coalescence-mGAM-p3_S82,164,2
G3-e003Coalescence-mGAM-p5_S74,167,3
