,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,14915,13200
B10-e003Coalescence-mBHI-p5,14952,13218
B10-e003Coalescence-mGAM-p3,14918,13089
B10-e003Coalescence-mGAM-p7,11947,10705
B4-e003Coalescence-Inoculumn-mGAM,14970,13211
C3-e003Coalescence-Inoculumn-mGAM,14929,13164
C9-e003Coalescence-mBHI-p3,14957,13220
C9-e003Coalescence-mBHI-p5,14973,13222
C9-e003Coalescence-mBHI-p7,14878,13200
C9-e003Coalescence-mGAM-p3,14950,13146
C9-e003Coalescence-mGAM-p5,14980,13204
C9-e003Coalescence-mGAM-p7,14986,13214
F100-e003Coalescence-mBHI-p7_S115,14754,13145
F100-e003Coalescence-mGAM-p3_S167,14436,12561
F100-e003Coalescence-mGAM-p5_S67,13489,11754
F100-e003Coalescence-mGAM-p7_S163,14968,13186
G9-e003Coalescence-mBHI-p3_S130,14290,12780
G9-e003Coalescence-mBHI-p5_S30,14826,13180
G9-e003Coalescence-mGAM-p3_S178,14931,13072
G9-e003Coalescence-mGAM-p5_S78,14755,12860
G9-e003Coalescence-mGAM-p7_S174,14938,13076
