,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p1_S740,0,1,A5-AA-AF-mBHI-mBHI,0.2817091086227408,0.18107800396739546,0.3723861819183021,0.27566089087556406,0.12075366485686187,0.40926928449776745,-0.21909599400148835,-0.318244139372125,-0.11814671665100757
1,A5-e003Coalescence-Inoculumn-mBHI,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,0,2,A5-AA-AF-mBHI-mBHI,0.47896554941914116,0.4291951841573261,0.5339332459381746,0.38678298473573025,0.3113233575087774,0.4726268035133111,-0.4326969758273357,-0.49441118239818993,-0.38018266575578047
2,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p3,0,3,A5-AA-AF-mBHI-mBHI,0.2596548788337988,0.21639048411650624,0.3026928245422189,0.20698350525451573,0.1472915076236667,0.2656419880277982,-0.23836919571710707,-0.28584040150092377,-0.19326339565601364
3,A5-e003Coalescence-Inoculumn-mBHI,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,0,4,A5-AA-AF-mBHI-mBHI,-0.1487876465188172,-0.18212470291685579,-0.1073702844123394,-0.14791796590546652,-0.18971110849452108,-0.09400488342736689,0.09951239721217484,0.07312634259530444,0.13293301663963572
4,A5-e003Coalescence-Inoculumn-mBHI,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,0,5,A5-AA-AF-mBHI-mBHI,-0.18436539255255716,-0.21412649226288002,-0.15637071722377366,-0.167408272044003,-0.2042045176480601,-0.13389293918327727,0.14630099135957816,0.11934735105378863,0.17029655591070791
5,A5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mBHI-p7,0,7,A5-AA-AF-mBHI-mBHI,-0.5122043489572008,-0.5479247999395763,-0.4738702445441318,-0.4767689249847228,-0.5156047628251099,-0.43480097064357476,0.3899582877521895,0.36093673175228114,0.4192518718811895
6,A5-e003Coalescence-mBHI-p1_S740,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,1,2,A5-AA-AF-mBHI-mBHI,0.6784061640354726,0.5931378387441588,0.7692926963746135,0.49854300024877457,0.3954529387382839,0.6352678303956389,-0.6462979576531829,-0.7498424821293765,-0.5586433440637105
7,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p3,1,3,A5-AA-AF-mBHI-mBHI,0.24834309647754715,0.19581825779167294,0.30832320327973084,0.17053703483011984,0.10415415531735853,0.24475727622530805,-0.2493385411565682,-0.31722736499289916,-0.18945946343423498
8,A5-e003Coalescence-mBHI-p1_S740,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,1,4,A5-AA-AF-mBHI-mBHI,-0.29188367407300697,-0.3313783499445645,-0.2416258366964595,-0.2871265725683198,-0.3374608525056435,-0.21925078406950968,0.2056877920111307,0.1771867744088952,0.24161712390029497
9,A5-e003Coalescence-mBHI-p1_S740,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,1,5,A5-AA-AF-mBHI-mBHI,-0.2994300199317256,-0.3363917997463584,-0.26917636960516783,-0.27744280773263463,-0.3233160235951985,-0.24198162511333252,0.23736169559246229,0.20502123120803686,0.26396622568504785
10,A5-e003Coalescence-mBHI-p1_S740,A5-e003Coalescence-mBHI-p7,1,7,A5-AA-AF-mBHI-mBHI,-0.6436023358123661,-0.6817813833801165,-0.6002455240845028,-0.6015558209959206,-0.6420281183611627,-0.555695374559365,0.4920337910279837,0.4595354217582802,0.5215103678015504
11,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,A5-e003Coalescence-mBHI-p3,2,3,A5-AA-AF-mBHI-mBHI,-0.17847576758344535,-0.2952455725453692,-0.0561700751877486,-0.15905136438615458,-0.31609870901776926,-0.01224983898124442,0.1482727624437734,0.015922863690487562,0.27097488963533933
12,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,2,4,A5-AA-AF-mBHI-mBHI,-0.7767427643586573,-0.8378521204695294,-0.6997816290946458,-0.6825288370912297,-0.7648086697120344,-0.5820285982460066,0.6328444400064741,0.5833625703738744,0.6915567688742665
13,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,2,5,A5-AA-AF-mBHI-mBHI,-0.6258573712644121,-0.6760799476701995,-0.5855230616394721,-0.5361740980224513,-0.5966028954762539,-0.48587672366633833,0.532258842098006,0.4904672715224805,0.5717198046504801
