,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,0.028658823529411768,0.47407810793095917
A10-e003Coalescence-mBHI-p5,0.3595716024340771,0.5215127812977933
A10-e003Coalescence-mBHI-p7,0.4499553752535496,0.4523895564780424
A10-e003Coalescence-mGAM-p3,0.08730588235294118,0.8383130871750054
A10-e003Coalescence-mGAM-p7,0.002037728194726166,0.9605396547957178
A4-e003Coalescence-Inoculumn-mGAM,0.13683610547667344,0.8499164299759668
C2-e003Coalescence-Inoculumn-mGAM,0.06711480730223124,0.9103583133056588
C8-e003Coalescence-mBHI-p5,0.2284028397565923,0.7582006772995412
C8-e003Coalescence-mBHI-p7,0.27467829614604455,0.6807594494210182
C8-e003Coalescence-mGAM-p7,0.07029878296146044,0.8699141358968757
E100-e003Coalescence-mBHI-p5_S7,0.2682221095334686,0.703482958269609
E100-e003Coalescence-mBHI-p7_S103,0.7325286004056795,0.16569696307625081
E100-e003Coalescence-mGAM-p3_S155,0.3199403651115619,0.497292549705047
E100-e003Coalescence-mGAM-p5_S55,0.11394766734279918,0.7966534848153813
E100-e003Coalescence-mGAM-p7_S151,0.001711156186612576,0.9502654577233995
G8-e003Coalescence-mBHI-p3_S129,0.3195180527383367,0.6604749836137207
G8-e003Coalescence-mBHI-p5_S29,0.511783569979716,0.4490034957395674
G8-e003Coalescence-mBHI-p7_S125,0.5423882352941177,0.39612606510814946
G8-e003Coalescence-mGAM-p3_S177,0.17559107505070995,0.42667675333187677
G8-e003Coalescence-mGAM-p5_S77,0.136494523326572,0.7651660476294517
G8-e003Coalescence-mGAM-p7_S173,0.08000709939148073,0.8754927900371423
