,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,15644.0,10581.0
A3-e003Coalescence-mGAM-p7,76610.0,49097.0
B2-e003Coalescence-Inoculumn-mBHI,40428.0,25478.0
B2-e003Coalescence-mGAM-p3,75948.0,48328.0
E3-e003Coalescence-mGAM-p3_S58,74022.0,47612.0
E3-e003Coalescence-mGAM-p5_S50,239171.0,154014.0
E3-e003Coalescence-mGAM-p7_S146,51147.0,33996.0
F2-e003Coalescence-mGAM-p3_S69,54345.0,36110.0
F2-e003Coalescence-mGAM-p5_S61,161580.0,105116.0
F2-e003Coalescence-mGAM-p7_S157,40689.0,25122.0
