,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,36959.0,107689.0
B10-e003Coalescence-mBHI-p5,100796.0,293779.0
B10-e003Coalescence-mGAM-p3,56399.0,163251.0
B10-e003Coalescence-mGAM-p7,10709.0,30979.0
B4-e003Coalescence-Inoculumn-mGAM,202527.0,585264.0
C3-e003Coalescence-Inoculumn-mGAM,138521.0,397850.0
C9-e003Coalescence-mBHI-p3,130319.0,378891.0
C9-e003Coalescence-mBHI-p5,90291.0,258946.0
C9-e003Coalescence-mBHI-p7,40953.0,119009.0
C9-e003Coalescence-mGAM-p3,100378.0,295685.0
C9-e003Coalescence-mGAM-p5,120502.0,351380.0
C9-e003Coalescence-mGAM-p7,88815.0,263101.0
F100-e003Coalescence-mBHI-p7_S115,142240.0,414491.0
F100-e003Coalescence-mGAM-p3_S167,50972.0,152638.0
F100-e003Coalescence-mGAM-p5_S67,9297.0,27658.0
F100-e003Coalescence-mGAM-p7_S163,43369.0,123055.0
G9-e003Coalescence-mBHI-p3_S130,44820.0,130577.0
G9-e003Coalescence-mBHI-p5_S30,95923.0,277538.0
G9-e003Coalescence-mGAM-p3_S178,80106.0,232129.0
G9-e003Coalescence-mGAM-p5_S78,20373.0,61291.0
G9-e003Coalescence-mGAM-p7_S174,45364.0,132102.0
