,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,12048.0,21271.0
A10-e003Coalescence-mBHI-p5,56111.0,101487.0
A10-e003Coalescence-mBHI-p7,56350.0,103567.0
A10-e003Coalescence-mGAM-p3,56320.0,101117.0
A10-e003Coalescence-mGAM-p7,73887.0,132559.0
A4-e003Coalescence-Inoculumn-mGAM,192823.0,347987.0
C2-e003Coalescence-Inoculumn-mGAM,104436.0,187787.0
C8-e003Coalescence-mBHI-p5,265353.0,483407.0
C8-e003Coalescence-mBHI-p7,76291.0,139223.0
C8-e003Coalescence-mGAM-p7,67696.0,124667.0
E100-e003Coalescence-mBHI-p5_S7,159538.0,285676.0
E100-e003Coalescence-mBHI-p7_S103,68517.0,131173.0
E100-e003Coalescence-mGAM-p3_S155,40409.0,72501.0
E100-e003Coalescence-mGAM-p5_S55,48619.0,86551.0
E100-e003Coalescence-mGAM-p7_S151,72429.0,125923.0
G8-e003Coalescence-mBHI-p3_S129,209527.0,376846.0
G8-e003Coalescence-mBHI-p5_S29,137162.0,254294.0
G8-e003Coalescence-mBHI-p7_S125,98729.0,182736.0
G8-e003Coalescence-mGAM-p3_S177,16681.0,29997.0
G8-e003Coalescence-mGAM-p5_S77,49111.0,87015.0
G8-e003Coalescence-mGAM-p7_S173,105192.0,187370.0
