,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,38774.0,71943.0
B11-e003Coalescence-mGAM-p3,311911.0,573424.0
B11-e003Coalescence-mGAM-p7,21823.0,40788.0
B5-e003Coalescence-Inoculumn-mGAM,75662.0,139038.0
D3-e003Coalescence-Inoculumn-mGAM,123015.0,221311.0
D9-e003Coalescence-mBHI-p3,8415.0,15178.0
D9-e003Coalescence-mBHI-p5,48876.0,91622.0
D9-e003Coalescence-mBHI-p7,30806.0,57314.0
D9-e003Coalescence-mGAM-p3,103689.0,195539.0
D9-e003Coalescence-mGAM-p5,81712.0,149192.0
D9-e003Coalescence-mGAM-p7,39899.0,72326.0
F111-e003Coalescence-mBHI-p3_S120,32445.0,61818.0
F111-e003Coalescence-mBHI-p5_S20,20120.0,38362.0
F111-e003Coalescence-mBHI-p7_S116,39243.0,75323.0
F111-e003Coalescence-mGAM-p3_S168,54632.0,99849.0
F111-e003Coalescence-mGAM-p5_S68,21484.0,39832.0
F111-e003Coalescence-mGAM-p7_S164,44622.0,82494.0
H9-e003Coalescence-mBHI-p5_S42,64436.0,120318.0
H9-e003Coalescence-mBHI-p7_S138,22683.0,44488.0
H9-e003Coalescence-mGAM-p3_S190,4155.0,7785.0
H9-e003Coalescence-mGAM-p5_S90,33919.0,63027.0
H9-e003Coalescence-mGAM-p7_S186,37860.0,70435.0
