,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.444,0.5
A3-e003Coalescence-mGAM-p7,0.015674362919849763,0.9822857218460707
B2-e003Coalescence-Inoculumn-mBHI,0.308,0.625
B2-e003Coalescence-mGAM-p3,0.238,0.727
E3-e003Coalescence-mGAM-p3_S58,0.312,0.643
E3-e003Coalescence-mGAM-p5_S50,0.309,0.667
E3-e003Coalescence-mGAM-p7_S146,0.471,0.44399999999999995
F2-e003Coalescence-mGAM-p3_S69,0.417,0.556
F2-e003Coalescence-mGAM-p5_S61,0.35,0.615
F2-e003Coalescence-mGAM-p7_S157,0.053343861752861925,0.9319842839017372
