,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,33822.0,20801.0
A9-e003Coalescence-mBHI-p3,227636.0,142794.0
A9-e003Coalescence-mBHI-p5,84422.0,51215.0
A9-e003Coalescence-mBHI-p7,236962.0,147189.0
A9-e003Coalescence-mGAM-p5,147425.0,89572.0
A9-e003Coalescence-mGAM-p7,50420.0,30978.0
B2-e003Coalescence-Inoculumn-mGAM,78002.0,47832.0
B8-e003Coalescence-mBHI-p5,145528.0,89435.0
B8-e003Coalescence-mBHI-p7,83698.0,51544.0
B8-e003Coalescence-mGAM-p5,53971.0,32994.0
B8-e003Coalescence-mGAM-p7,58754.0,36255.0
E9-e003Coalescence-mBHI-p5_S6,86072.0,52673.0
E9-e003Coalescence-mBHI-p7_S102,103162.0,61763.0
E9-e003Coalescence-mGAM-p3_S154,107458.0,65715.0
E9-e003Coalescence-mGAM-p5_S54,29957.0,18004.0
F8-e003Coalescence-mBHI-p3_S117,86963.0,53408.0
F8-e003Coalescence-mBHI-p5_S17,87948.0,53700.0
F8-e003Coalescence-mBHI-p7_S113,70648.0,42492.0
F8-e003Coalescence-mGAM-p5_S65,20061.0,12060.0
F8-e003Coalescence-mGAM-p7_S161,32963.0,18851.0
