,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mGAM-p3,691686.0,678119.0
A10-e003Coalescence-mGAM-p7,103960.0,104543.0
A4-e003Coalescence-Inoculumn-mGAM,779553.0,766999.0
C2-e003Coalescence-Inoculumn-mGAM,221618.0,218658.0
C8-e003Coalescence-mGAM-p7,167426.0,167932.0
E100-e003Coalescence-mGAM-p3_S155,500816.0,495325.0
E100-e003Coalescence-mGAM-p5_S55,164280.0,162484.0
E100-e003Coalescence-mGAM-p7_S151,140746.0,139003.0
G8-e003Coalescence-mGAM-p3_S177,810404.0,808573.0
G8-e003Coalescence-mGAM-p5_S77,415552.0,413784.0
G8-e003Coalescence-mGAM-p7_S173,419550.0,417971.0
