,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mGAM-p3,0.447,0.544
A10-e003Coalescence-mGAM-p7,0.9781923025578108,0.020047498877692006
A4-e003Coalescence-Inoculumn-mGAM,0.569,0.418
C2-e003Coalescence-Inoculumn-mGAM,0.5,0.481
C8-e003Coalescence-mGAM-p7,0.9934331048005519,0.006623188387151148
E100-e003Coalescence-mGAM-p3_S155,0.694,0.291
E100-e003Coalescence-mGAM-p5_S55,0.75,0.23399999999999999
E100-e003Coalescence-mGAM-p7_S151,0.7,0.278
G8-e003Coalescence-mGAM-p3_S177,0.75,0.243
G8-e003Coalescence-mGAM-p5_S77,0.645,0.341
G8-e003Coalescence-mGAM-p7_S173,0.833,0.155
