,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mGAM-p3,0.02702702702702703,1.0
C11-e003Coalescence-mGAM-p5,0.1282051282051282,0.8449051724137931
C11-e003Coalescence-mGAM-p7,0.0,1.0
C5-e003Coalescence-Inoculumn-mGAM,0.5787925407925407,0.4650159362549801
D10-e003Coalescence-mGAM-p3,0.05413333333333333,1.0
D10-e003Coalescence-mGAM-p5,0.0,1.0
D10-e003Coalescence-mGAM-p7,0.0,1.0
D4-e003Coalescence-Inoculumn-mGAM,0.5929709302325581,0.4370252100840336
G111-e003Coalescence-mGAM-p3_S180,0.0,1.0
G111-e003Coalescence-mGAM-p5_S80,0.06493506493506493,1.0
H100-e003Coalescence-mBHI-p7_S139,0.0,1.0
H100-e003Coalescence-mGAM-p5_S91,0.0,1.0
H100-e003Coalescence-mGAM-p7_S187,0.0,1.0
