,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.9598169642857143,0.15625446428571427
A9-e003Coalescence-mGAM-p5,0.0,1.0
A9-e003Coalescence-mGAM-p7,0.0,1.0
B2-e003Coalescence-Inoculumn-mGAM,0.9593447537473233,0.07450478011472275
B8-e003Coalescence-mGAM-p5,0.0,1.0
B8-e003Coalescence-mGAM-p7,0.0,1.0
E9-e003Coalescence-mGAM-p3_S154,0.0,0.9564673913043479
E9-e003Coalescence-mGAM-p5_S54,0.0,1.0
F8-e003Coalescence-mGAM-p5_S65,0.0,1.0
F8-e003Coalescence-mGAM-p7_S161,0.0,1.0
