,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,8662,6931
A5-e003Coalescence-mBHI-inoculumn-redo,8746,6983
A5-e003Coalescence-mBHI-p1_S740,8744,6982
A5-e003Coalescence-mBHI-p3,8712,6954
A5-e003Coalescence-mBHI-p7,8646,6877
A5-e003Coalescence-mGAM-p3,8716,6960
A_A12_A5_AF_AA_mBHI_mBHI_4_S12,8741,6983
A_A4_A5_AF_AA_mBHI_mBHI_2_S4,8744,6977
A_D1_D2_AA_AF_mBHI_mBHI_2_S37,8729,6964
A_D9_D2_AA_AF_mBHI_mBHI_4_S45,8719,6955
A_E12_A5_AF_AA_mBHI_mGAM_4_S60,8557,6825
A_E4_A5_AF_AA_mBHI_mGAM_2_S52,8722,6966
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,8739,6980
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,8739,6975
B_A4_E5_AF_AA_mBHI_mBHI_2_S100,8746,6981
B_D1_H2_AA_AF_mBHI_mBHI_2_S133,8509,6805
B_E4_E5_AF_AA_mBHI_mGAM_2_S148,8746,6979
C_A4_A5_AF_AA_mBHI_mBHI_6_S196,5268,4222
C_D9_H2_AA_AF_mBHI_mBHI_4_S237,8724,6969
C_E4_A5_AF_AA_mBHI_mGAM_6_S244,8686,6932
C_H9_H2_AA_AF_mBHI_mGAM_4_S285,8684,6902
Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,8596,6836
Coalescence-D5-H2-AA-AF-mBHI-mBHI-5_S660,8563,6809
D2-e003Coalescence-Inoculumn-mBHI,8745,6981
D2-e003Coalescence-mBHI-p3,8740,6975
D2-e003Coalescence-mBHI-p5,8558,6802
D2-e003Coalescence-mGAM-p1_S723,8743,6974
D2-e003Coalescence-mGAM-p5,8740,6978
D_A4_A5_AF_AA_mBHI_mBHI_6_S292,8680,6905
D_D1_D2_AA_AF_mBHI_mBHI_6_S325,8639,6907
D_E4_A5_AF_AA_mBHI_mGAM_6_S340,8742,6978
D_H1_D2_AA_AF_mBHI_mGAM_6_S373,8691,6943
E5-e003Coalescence-mBHI-p1_S804,8727,6977
E5-e003Coalescence-mBHI-p3_S12,8742,6979
E5-e003Coalescence-mBHI-p5_S4,8663,6886
E5-e003Coalescence-mBHI-p7_S100,8500,6745
E5-e003Coalescence-mGAM-p1_S808,8724,6970
E5-e003Coalescence-mGAM-p7_S148,8721,6960
H2-e003Coalescence-mBHI-p1_S783,8745,6981
H2-e003Coalescence-mBHI-p3_S45,4892,3948
H2-e003Coalescence-mBHI-p7_S133,8656,6881
H2-e003Coalescence-mGAM-p1_S787,8731,6976
H2-e003Coalescence-mGAM-p3_S93,8708,6930
H2-e003Coalescence-mGAM-p5_S85,8280,6636
H2-e003Coalescence-mGAM-p7_S181,8723,6963
