,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-mBHI-inoculumn-redo,0.61,0.607,0.613,0.61
1,A3-e003Coalescence-mBHI-p1_S724,0.223,0.222,0.225,0.223
2,A3-e003Coalescence-mBHI-p3,0.089,0.088,0.089,0.089
3,A3-e003Coalescence-mBHI-p7,0.963,0.962,0.963,0.963
4,A3-e003Coalescence-mGAM-p1_S728,0.324,0.321,0.327,0.324
5,A_A2_A3_ACPP_AA_mBHI_mBHI_2_S2,0.189,0.18799999999999994,0.191,0.189
6,A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,0.732,0.731,0.734,0.732
7,A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,0.5,0.5,0.5,0.5
8,B2-e003Coalescence-Inoculumn-mBHI,0.6,0.6,0.615,0.6
9,B2-e003Coalescence-mBHI-p1_S717,0.234,0.233,0.236,0.234
10,B2-e003Coalescence-mBHI-p3,0.12,0.119,0.12,0.119
11,B2-e003Coalescence-mBHI-p5,0.088,0.087,0.089,0.088
12,B2-e003Coalescence-mBHI-p7,0.104,0.103,0.10699999999999998,0.104
13,B2-e003Coalescence-mGAM-p3,0.725,0.724,0.727,0.725
14,B_A2_E3_ACPP_AA_mBHI_mBHI_2_S98,0.204,0.202,0.205,0.204
15,B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,0.508,0.507,0.51,0.509
16,Coalescence-A6-B2-AA-ACPP-mBHI-mGAM-7_S625,0.93,0.929,0.9319999999999999,0.93
17,Coalescence-B7-E3-AA-ACPP-mBHI-mBHI-7_S638,0.023,0.023,0.02300000000000002,0.023
18,Coalescence-C5-A3-AA-ACPP-mBHI-mGAM-5_S648,0.786,0.784,0.788,0.786
19,Coalescence-D1-B2-AA-ACPP-mBHI-mGAM-5_S656,0.839,0.837,0.84,0.839
20,Coalescence-D7-A3-AA-ACPP-mBHI-mGAM-3_S662,0.674,0.672,0.676,0.674
21,E3-e003Coalescence-mBHI-p1_S788,0.237,0.235,0.239,0.237
22,E3-e003Coalescence-mBHI-p3_S10,0.114,0.113,0.115,0.114
23,E3-e003Coalescence-mBHI-p5_S2,0.039000000000000035,0.039,0.04,0.039000000000000035
24,E3-e003Coalescence-mGAM-p1_S792,0.07716497810632662,0.07356801864160248,0.08133138011102925,0.07723122301493643
25,E3-e003Coalescence-mGAM-p3_S58,0.723,0.72,0.725,0.723
26,E3-e003Coalescence-mGAM-p5_S50,0.815,0.813,0.817,0.815
27,E3-e003Coalescence-mGAM-p7_S146,0.929,0.928,0.929,0.929
28,F2-e003Coalescence-mBHI-p1_S781,0.243,0.242,0.245,0.243
29,F2-e003Coalescence-mBHI-p3_S21,0.07,0.068,0.071,0.07
30,F2-e003Coalescence-mBHI-p5_S13,0.057,0.056,0.057,0.057
31,F2-e003Coalescence-mGAM-p1_S785,0.311,0.309,0.31299999999999994,0.311
32,F2-e003Coalescence-mGAM-p5_S61,0.9752297584535075,0.9741648250568684,0.9763397027830116,0.9752370574572092
33,F2-e003Coalescence-mGAM-p7_S157,0.932,0.931,0.933,0.932
