,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,9082,8179
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,9119,8234
A_H2_D3_ACPP_AF_mBHI_mGAM_2_S86,5704,4610
B5-e003Coalescence-Inoculumn-mBHI,9124,8230
B5-e003Coalescence-mBHI-p1_S741,9121,8235
B5-e003Coalescence-mBHI-p3,9113,8229
B5-e003Coalescence-mBHI-p5,9116,8216
B5-e003Coalescence-mBHI-p7,9121,8226
B5-e003Coalescence-mGAM-p1_S745,9112,8224
B5-e003Coalescence-mGAM-p3,9019,8114
B5-e003Coalescence-mGAM-p5,4188,3575
B5-e003Coalescence-mGAM-p7,6173,5139
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,9121,8231
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,9123,8235
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,9120,8219
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,9107,8208
D3-e003Coalescence-Inoculumn-mBHI,9123,8233
D3-e003Coalescence-mBHI-p1_S727,2930,2417
D3-e003Coalescence-mBHI-p5,9120,8229
D3-e003Coalescence-mBHI-p7,5744,4825
D3-e003Coalescence-mGAM-p1_S731,9122,8233
D3-e003Coalescence-mGAM-p3,9117,8226
D3-e003Coalescence-mGAM-p5,9124,8234
F5-e003Coalescence-mBHI-p1_S805,9120,8234
F5-e003Coalescence-mBHI-p3_S24,9115,8197
F5-e003Coalescence-mBHI-p5_S16,9098,8184
F5-e003Coalescence-mBHI-p7_S112,9014,8044
F5-e003Coalescence-mGAM-p1_S809,9112,8221
F5-e003Coalescence-mGAM-p5_S64,9116,8228
F5-e003Coalescence-mGAM-p7_S160,9069,8126
H3-e003Coalescence-mBHI-p1_S791,9118,8230
H3-e003Coalescence-mBHI-p3_S46,7172,6045
H3-e003Coalescence-mBHI-p5_S38,9111,8194
H3-e003Coalescence-mBHI-p7_S134,9097,8188
H3-e003Coalescence-mGAM-p3_S94,9105,8204
H3-e003Coalescence-mGAM-p5_S86,9116,8218
H3-e003Coalescence-mGAM-p7_S182,9114,8223
