,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,718,903
B5-e003Coalescence-Inoculumn-mBHI,1664,1896
B5-e003Coalescence-mBHI-p1_S741,1620,1856
B5-e003Coalescence-mBHI-p3,1566,1761
B5-e003Coalescence-mBHI-p5,1444,1679
B5-e003Coalescence-mBHI-p7,1615,1828
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,1662,1896
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,1622,1875
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,1672,1909
D3-e003Coalescence-Inoculumn-mBHI,1672,1909
D3-e003Coalescence-mBHI-p1_S727,1615,1868
D3-e003Coalescence-mBHI-p5,1380,1534
D3-e003Coalescence-mBHI-p7,1635,1861
D3-e003Coalescence-mGAM-p1_S731,1054,1267
F5-e003Coalescence-mBHI-p1_S805,1603,1859
F5-e003Coalescence-mBHI-p3_S24,1590,1816
F5-e003Coalescence-mBHI-p5_S16,1446,1664
F5-e003Coalescence-mBHI-p7_S112,950,1071
F5-e003Coalescence-mGAM-p1_S809,1095,1268
H3-e003Coalescence-mBHI-p1_S791,1608,1835
H3-e003Coalescence-mBHI-p3_S46,1609,1855
H3-e003Coalescence-mBHI-p5_S38,1589,1814
H3-e003Coalescence-mBHI-p7_S134,1428,1574
