,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,3764,4217
A11-e003Coalescence-mBHI-p3,3028,3816
A11-e003Coalescence-mGAM-p1_S776,2732,3172
A5-e003Coalescence-Inoculumn-mGAM,4306,4801
A8-e003Coalescence-mGAM-p1_S752,3982,4736
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,4255,4839
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,4036,4767
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,4140,4635
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,4190,4685
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,4332,4850
B_D12_D11_AF_AF_mGAM_mBHI_4_S144,4281,4718
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,4317,4797
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,4004,4774
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,4311,4821
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,4337,4822
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,4330,4794
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,4291,4831
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,4174,4827
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,4213,4676
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,4235,4659
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,4067,4762
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,4280,4839
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,4023,4513
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,4195,4733
D11-e003Coalescence-mBHI-p1_S775,4311,4733
D11-e003Coalescence-mBHI-p5,4313,4802
D11-e003Coalescence-mGAM-p1_S779,4321,4782
D11-e003Coalescence-mGAM-p5,3906,4216
D11-e003Coalescence-mGAM-p7,4344,4831
D2-e003Coalescence-Inoculumn-mGAM,4308,4762
D8-e003Coalescence-mGAM-p1_S755,4205,4673
D_D12_H11_AF_AF_mGAM_mBHI_4_S336,4269,4757
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,4320,4848
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,2756,2654
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,4039,4716
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,4182,4824
D_H8_D11_AF_AF_mGAM_mGAM_6_S380,4306,4789
E11-e003Coalescence-mBHI-p1_S836,4246,4739
E11-e003Coalescence-mGAM-p1_S840,4267,4755
E8-e003Coalescence-mGAM-p7_S149,4058,4798
H11-e003Coalescence-mBHI-p1_S839,4339,4848
H11-e003Coalescence-mGAM-p1_S843,4295,4780
H111-e003Coalescence-mBHI-p3_S144,4339,4840
H111-e003Coalescence-mBHI-p5_S44,4339,4834
H111-e003Coalescence-mGAM-p3_S192,4338,4824
H111-e003Coalescence-mGAM-p5_S92,4330,4795
H111-e003Coalescence-mGAM-p7_S188,4345,4851
H8-e003Coalescence-mBHI-p1_S815,3908,4324
H8-e003Coalescence-mGAM-p1_S819,4262,4722
