,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mGAM-p3,489,435
B5-e003Coalescence-Inoculumn-mGAM,486,434
B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,230,180
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,481,427
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,236,203
D9-e003Coalescence-mGAM-p1_S763,485,429
D9-e003Coalescence-mGAM-p7,489,435
F11-e003Coalescence-mGAM-p1_S841,427,352
F111-e003Coalescence-mGAM-p7_S164,193,155
H9-e003Coalescence-mBHI-p1_S823,191,202
H9-e003Coalescence-mGAM-p1_S827,488,435
H9-e003Coalescence-mGAM-p3_S190,360,258
H9-e003Coalescence-mGAM-p5_S90,489,436
H9-e003Coalescence-mGAM-p7_S186,489,436
