,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C9-e003Coalescence-mGAM-p3,0.8658327201373559,0.8784263140922283
C9-e003Coalescence-mGAM-p7,0.29261712043168997,0.2978071589809739
B2-e003Coalescence-mBHI-p3,0.0,0.7267010641728475
A8-e003Coalescence-mBHI-p3,0.0,0.9938729442115447
A4-e003Coalescence-mBHI-p7,0.0,0.9830699774266366
B4-e003Coalescence-mBHI-p5,0.7084866323276919,0.20412770074169623
A3-e003Coalescence-mBHI-p7,0.04525386313465784,0.7252499193808449
B9-e003Coalescence-mGAM-p5,0.8711062055432917,0.8826185101580135
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.4829087391164141
B3-e003Coalescence-mBHI-p3,0.05935737061564876,0.6502741051273783
D4-e003Coalescence-mBHI-p5,0.9836889870002453,0.0
C2-e003Coalescence-mBHI-p5,0.0,0.9843598839084167
B3-e004Assembly-mBHI-p7,0.7598724552366937,0.7613673008706868
D4-e003Coalescence-mBHI-p3,0.9560951680156978,0.0
C4-e003GlycerolRevival-mBHI-p2,0.729457934755948,0.7373427926475331
C3-e004Assembly-mBHI-p5,0.7571743929359823,0.7603998710093518
B2-e003Coalescence-mBHI-p5,0.0,0.7650757820058046
B8-e003Assembly-mGAM-p5,0.7030905077262694,0.7154143824572718
B12-e003Coalescence-mBHI-p3,0.8675496688741722,0.8792325056433409
C8-e003Assembly-mGAM-p3,0.4446897228354182,0.7716865527249275
C3-e003Coalescence-mGAM-p3,0.7612214863870493,0.7287971622057401
D3-e003Coalescence-Inoculumn-mBHI,0.7780230561687516,0.0
C3-e003Coalescence-mBHI-p7,0.6530537159676233,0.0004837149306675266
B8-e003Coalescence-mBHI-p5,0.0,0.11367300870686875
C2-e003Coalescence-mGAM-p7,0.0,0.9669461464043857
D3-e003Coalescence-mBHI-p5,0.7349766985528575,0.0
B11-e003Coalescence-mGAM-p3,0.8713514839342654,0.8834247017091261
B5-e003Assembly-mBHI-p5,0.9730193769928869,0.0
D2-e003Coalescence-mBHI-p5,0.013490311503556536,0.0012899064817800709
D5-e003Coalescence-mGAM-p5,0.9748589649251901,0.0
B5-e003Coalescence-mBHI-p5,0.76551385822909,0.0
D5-e003Coalescence-mBHI-p7,0.9427274957076281,0.0
C9-e003Coalescence-mBHI-p5,0.8690213392200147,0.8800386971944534
A10-e003Coalescence-mBHI-p3,0.0,0.9251854240567559
