,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C9-e003Coalescence-mGAM-p3,9928,9533
C9-e003Coalescence-mGAM-p7,3395,3262
B2-e003Coalescence-mBHI-p3,10191,9793
A8-e003Coalescence-mBHI-p3,10022,9736
A4-e003Coalescence-mBHI-p7,10157,9780
B4-e003Coalescence-mBHI-p5,9028,8270
A3-e003Coalescence-mBHI-p7,10182,9759
B9-e003Coalescence-mGAM-p5,10043,9633
A4-e003Coalescence-mBHI-inoculumn-redo,4369,4698
B3-e003Coalescence-mBHI-p3,10188,9772
D4-e003Coalescence-mBHI-p5,9918,9508
C2-e003Coalescence-mBHI-p5,10115,9774
B3-e004Assembly-mBHI-p7,9742,9337
D4-e003Coalescence-mBHI-p3,9634,9182
C4-e003GlycerolRevival-mBHI-p2,9633,9226
C3-e004Assembly-mBHI-p5,9711,9295
B2-e003Coalescence-mBHI-p5,10174,9782
B8-e003Assembly-mGAM-p5,8933,8668
B12-e003Coalescence-mBHI-p3,9977,9569
C8-e003Assembly-mGAM-p3,9647,9319
C3-e003Coalescence-mGAM-p3,10160,9711
D3-e003Coalescence-Inoculumn-mBHI,10194,9785
C3-e003Coalescence-mBHI-p7,6508,6080
B8-e003Coalescence-mBHI-p5,10195,9793
C2-e003Coalescence-mGAM-p7,10153,9782
D3-e003Coalescence-mBHI-p5,9982,9564
B11-e003Coalescence-mGAM-p3,10065,9658
B5-e003Assembly-mBHI-p5,9914,9497
D2-e003Coalescence-mBHI-p5,10064,9604
D5-e003Coalescence-mGAM-p5,9978,9562
B5-e003Coalescence-mBHI-p5,9948,9514
D5-e003Coalescence-mBHI-p7,9965,9562
C9-e003Coalescence-mBHI-p5,10016,9607
A10-e003Coalescence-mBHI-p3,9122,9132
A5-e003Coalescence-mGAM-p3,10122,9708
D8-e003Coalescence-mGAM-p5,6856,7374
A12-e003Coalescence-mGAM-p3,6920,7303
C2-e003Coalescence-mBHI-p3,10147,9782
D9-e003Coalescence-mGAM-p7,10020,9629
D4-e003Coalescence-mBHI-p7,9852,9449
D8-e003Assembly-mGAM-p3,9640,9260
B10-e003Coalescence-mGAM-p3,10026,9632
A9-e003Coalescence-mGAM-p7,10169,9787
B5-e003Coalescence-Inoculumn-mGAM,9679,9344
D5-e003Coalescence-mBHI-p3,9915,9503
C5-e003Coalescence-mBHI-p3,10037,9649
D9-e003Coalescence-mGAM-p5,6304,6010
C9-e003Coalescence-mBHI-p3,10048,9634
C8-e003Coalescence-mBHI-p7,10119,9768
B4-e003Coalescence-mGAM-p5,10147,9628
D4-e003Coalescence-mGAM-p5,9933,9511
C3-e004Assembly-mBHI-p7,9720,9289
B5-e003Coalescence-mGAM-p5,5041,4417
B5-e003Coalescence-Inoculumn-mBHI,10192,9786
C2-e003Coalescence-mGAM-p3,9451,9308
B5-e003Coalescence-mGAM-p7,6579,6226
D8-e003Coalescence-mBHI-p5,10123,9780
B10-e003Coalescence-mBHI-p5,10028,9623
B3-e004Assembly-mBHI-p5,9644,9229
B5-e003Coalescence-mBHI-p3,9954,9513
C5-e003Coalescence-mBHI-inoculumn-redo,10015,9610
A2-e003Coalescence-mBHI-p7,10104,9772
A10-e003Coalescence-mBHI-p5,10079,9763
B8-e003Assembly-mGAM-p3,8551,8250
A4-e003Coalescence-mGAM-p5,9954,9528
D5-e003Coalescence-mBHI-p5,9998,9735
D4-e003Coalescence-mGAM-p7,8688,8257
A8-e003Coalescence-mBHI-p7,10140,9782
B9-e003GlycerolRevival-mGAM-p2,5921,5736
B2-e003Coalescence-Inoculumn-mGAM,9422,9079
C5-e003Coalescence-mBHI-p5,9995,9602
C5-e003Coalescence-mGAM-p3,9946,9517
A3-e003Coalescence-mBHI-inoculumn-redo,10145,9740
D9-e003Assembly-mGAM-p5,9965,9537
B12-e003Coalescence-mGAM-p3,9995,9582
A3-e003Coalescence-Inoculumn-mGAM,7296,7112
C3-e003Coalescence-mGAM-p5,7697,6880
D3-e003Assembly-mBHI-p5,9997,9599
A10-e003Coalescence-mGAM-p3,10048,9736
A9-e003Coalescence-mBHI-p3,10109,9741
A2-e003Coalescence-Inoculumn-mBHI,10195,9794
D3-e003Coalescence-mBHI-p7,6090,5773
C3-e003Coalescence-mBHI-p5,10191,9788
D2-e003Assembly-mBHI-p3,8128,8414
B3-e003Assembly-mBHI-p5,10170,9738
A9-e003Coalescence-mBHI-p5,10193,9792
D5-e003Coalescence-Inoculumn-mBHI,9994,9594
B2-e003Coalescence-mGAM-p3,10193,9787
B3-e003Coalescence-Inoculumn-mBHI,10195,9794
A8-e003Coalescence-mBHI-p5,10129,9771
C2-e003Assembly-mBHI-p5,10067,9763
D9-e003Coalescence-mBHI-p3,9492,9128
D5-e003Assembly-mBHI-p5,9867,9443
A5-e003Coalescence-mBHI-p7,10100,9663
D2-e003Coalescence-mGAM-p5,10065,9664
B9-e003Assembly-mGAM-p5,9743,9380
D3-e003Coalescence-mGAM-p3,10038,9607
D9-e003Coalescence-mGAM-p3,6158,5893
D3-e003Coalescence-mGAM-p5,10002,9587
A5-e003Coalescence-mBHI-inoculumn-redo,10194,9794
D2-e003Assembly-mBHI-p5,10057,9757
B9-e003Coalescence-mGAM-p7,6491,6257
B11-e003Coalescence-mGAM-p7,8933,8539
B5-e003Coalescence-mBHI-p7,9964,9544
A4-e003Coalescence-mBHI-p5,10128,9779
B3-e003Coalescence-mBHI-p7,10185,9776
A10-e003Coalescence-mBHI-p7,10150,9776
B9-e003Coalescence-mBHI-p5,10052,9643
B10-e003Coalescence-mBHI-p3,9977,9575
A2-e003Coalescence-mGAM-p7,9930,9711
C5-e003Assembly-mBHI-p3,9924,9463
E3-e004Assembly-mGAM-p5,9686,9241
C3-e003GlycerolRevival-mBHI-p2,9949,9550
B10-e003Coalescence-mGAM-p7,9954,9551
A9-e003Coalescence-mBHI-p7,10194,9794
B3-e003Coalescence-Inoculumn-mGAM,9914,9517
D5-e003Coalescence-mGAM-p3,9994,9599
D2-e003Coalescence-Inoculumn-mBHI,10188,9790
B4-e003Coalescence-Inoculumn-mGAM,9912,9475
A10-e003Coalescence-mGAM-p7,3031,3330
B2-e003Assembly-mBHI-p3,9858,9599
D9-e003Coalescence-mBHI-p5,10030,9629
D4-e003Coalescence-mGAM-p3,9752,9335
B9-e003Coalescence-mBHI-p7,9465,9084
A2-e003Coalescence-mGAM-p5,10108,9774
D11-e003Assembly-mGAM-p5,9537,9062
C3-e003Coalescence-mGAM-p7,10126,9596
B3-e003Coalescence-mGAM-p5,5821,5051
D9-e003Coalescence-mBHI-p7,10059,9655
C5-e003Coalescence-mBHI-p7,9953,9533
C9-e003Coalescence-mBHI-p7,7615,7311
A2-e003Coalescence-mBHI-p3,10089,9757
B8-e003Coalescence-mGAM-p5,9025,9026
C3-e004Assembly-mBHI-p3,9390,8982
B3-e003Coalescence-mBHI-p5,10098,9672
C2-e003Coalescence-mBHI-inoculumn-redo,10084,9755
C11-e003GlycerolRevival-mGAM-p2,9771,9361
B2-e003Coalescence-Inoculumn-mBHI,9295,8770
A11-e003Coalescence-mBHI-p5,10094,9764
C4-e003Assembly-mBHI-p5,9618,9208
C9-e003Assembly-mGAM-p5,9948,9552
A3-e003Coalescence-mBHI-p3,10190,9792
A2-e003Coalescence-mBHI-p5,10086,9764
C5-e003Assembly-mBHI-p5,9871,9427
B9-e003Coalescence-mBHI-p3,10057,9655
C3-e003Coalescence-mBHI-inoculumn-redo,10141,9687
B5-e003Coalescence-mGAM-p3,9859,9417
A5-e003Coalescence-mBHI-p3,10142,9721
A4-e003Coalescence-mBHI-p3,10084,9764
C9-e003GlycerolRevival-mGAM-p2,9458,9146
C9-e003Coalescence-mGAM-p5,9690,9304
A2-e003Coalescence-mBHI-inoculumn-redo,10146,9779
C2-e003Coalescence-mGAM-p5,9252,9199
C8-e003Coalescence-mBHI-p5,10135,9784
B8-e003Coalescence-mGAM-p7,10189,9792
B4-e003Coalescence-Inoculumn-mBHI,9453,8720
B8-e003Coalescence-mBHI-p7,10191,9794
B3-e004Assembly-mBHI-p3,9717,9292
B11-e003Coalescence-mBHI-p3,10014,9607
A11-e003Coalescence-mBHI-p3,10148,9783
B2-e004Assembly-mBHI-p5,9681,9293
B2-e003Coalescence-mBHI-p7,10069,9751
B4-e003Coalescence-mBHI-p3,10181,9755
A5-e003Coalescence-Inoculumn-mBHI,10070,9724
C2-e003Coalescence-mBHI-p7,8869,8927
A9-e003Coalescence-mGAM-p5,2706,3308
A11-e003Coalescence-mGAM-p3,9870,9645
D2-e003Coalescence-mBHI-p3,10176,9783
H5-e003Coalescence-mBHI-p5_S40,9381,8989
E2-e003Coalescence-mGAM-p7_S145,9805,9693
G5-e003Coalescence-mBHI-p7_S124,9868,9433
H4-e003Coalescence-mGAM-p7_S183,9851,9416
F5-e003Coalescence-mGAM-p5_S64,9956,9503
F5-e003Coalescence-mGAM-p7_S160,9811,9371
F8-e003Coalescence-mBHI-p3_S117,10148,9775
H3-e003Coalescence-mBHI-p3_S46,7746,7224
H2-e003Coalescence-mBHI-p7_S133,10081,9636
E5-e003Coalescence-mBHI-p3_S12,10174,9781
F100-e003Coalescence-mGAM-p7_S163,9903,9496
F9-e003Coalescence-mBHI-p5_S18,9054,8794
H3-e003Coalescence-mBHI-p7_S134,9797,9376
E3-e003Coalescence-mGAM-p3_S58,10175,9749
E8-e003Coalescence-mBHI-p5_S5,9820,9694
G2-e003Coalescence-mBHI-p3_S33,7452,7920
E9-e003Coalescence-mBHI-p5_S6,10075,9774
G5-e003Coalescence-mBHI-p3_S36,9892,9460
H2-e003Coalescence-mGAM-p7_S181,10005,9604
H9-e003Coalescence-mGAM-p3_S190,9303,9047
E3-e003Coalescence-mBHI-p3_S10,9965,9727
H2-e003Coalescence-mGAM-p5_S85,9418,8986
F2-e003Coalescence-mGAM-p7_S157,10114,9514
H3-e003Coalescence-mGAM-p3_S94,9935,9481
H4-e003Coalescence-mGAM-p3_S95,9745,9324
E5-e003Coalescence-mBHI-p7_S100,9995,9543
E100-e003Coalescence-mBHI-p7_S103,9205,9500
F9-e003Coalescence-mGAM-p5_S66,9578,9268
E100-e003Coalescence-mGAM-p3_S155,9823,9680
E3-e003Coalescence-mGAM-p5_S50,10165,9698
E9-e003Coalescence-mBHI-p7_S102,10183,9786
E5-e003Coalescence-mBHI-p5_S4,10079,9650
F111-e003Coalescence-mGAM-p7_S164,9463,9105
E111-e003Coalescence-mBHI-p5_S8,9813,9687
F2-e003Coalescence-mGAM-p5_S61,9035,8099
F5-e003Coalescence-mBHI-p5_S16,9818,9369
F8-e003Coalescence-mGAM-p5_S65,10102,9764
H8-e003Coalescence-mBHI-p7_S137,9813,9703
G9-e003Coalescence-mGAM-p5_S78,9888,9449
E2-e003Coalescence-mBHI-p5_S1,9781,9691
E2-e003Coalescence-mBHI-p3_S9,9838,9695
G8-e003Coalescence-mGAM-p5_S77,9729,9660
G3-e003Coalescence-mBHI-p3_S34,9793,8989
F9-e003Coalescence-mBHI-p3_S118,7763,7481
E111-e003Coalescence-mBHI-p3_S108,9176,9451
G3-e003Coalescence-mBHI-p5_S26,10117,9457
G5-e003Coalescence-mBHI-p5_S28,9621,9238
H9-e003Coalescence-mGAM-p5_S90,9143,8893
H2-e003Coalescence-mBHI-p3_S45,4739,5344
E8-e003Coalescence-mBHI-p7_S101,10115,9768
E4-e003Coalescence-mBHI-p5_S3,9824,9698
H2-e003Coalescence-mGAM-p3_S93,10103,9705
E4-e003Coalescence-mGAM-p5_S51,9706,9646
G9-e003Coalescence-mGAM-p7_S174,9865,9474
F2-e003Coalescence-mBHI-p3_S21,9942,9729
G5-e003Coalescence-mGAM-p3_S84,9846,9433
H8-e003Coalescence-mBHI-p5_S41,9852,9719
E100-e003Coalescence-mBHI-p5_S7,9769,9689
F9-e003Coalescence-mGAM-p7_S162,9744,9360
E2-e003Coalescence-mBHI-p7_S97,9306,9528
F8-e003Coalescence-mGAM-p7_S161,9996,9679
F3-e003Coalescence-mBHI-p3_S22,10148,9630
G3-e003Coalescence-mBHI-p7_S122,10123,9465
G5-e003Coalescence-mGAM-p5_S76,5890,5706
G5-e003Coalescence-mGAM-p7_S172,9909,9499
G8-e003Coalescence-mBHI-p3_S129,9785,9700
G2-e003Coalescence-mGAM-p5_S73,4719,5186
E5-e003Coalescence-mGAM-p7_S148,10015,9607
H9-e003Coalescence-mGAM-p7_S186,9818,9423
E100-e003Coalescence-mGAM-p5_S55,9727,9681
H5-e003Coalescence-mGAM-p3_S96,9886,9467
F4-e003Coalescence-mBHI-p7_S111,10182,9733
H3-e003Coalescence-mGAM-p7_S182,9942,9504
H5-e003Coalescence-mGAM-p5_S88,9908,9459
F4-e003Coalescence-mGAM-p5_S63,10060,9285
H8-e003Coalescence-mGAM-p5_S89,9199,9288
F3-e003Coalescence-mBHI-p5_S14,10162,9729
F100-e003Coalescence-mBHI-p7_S115,9902,9509
E3-e003Coalescence-mGAM-p7_S146,10115,9526
F100-e003Coalescence-mGAM-p3_S167,8805,8486
E9-e003Coalescence-mGAM-p3_S154,7033,7435
