,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,12854,14552
C9-e003Coalescence-mGAM-p3,12820,14519
D2-e004Assembly-mGAM-p7,7069,8164
B5-e004Assembly-mBHI-p3,12527,14152
C11-e003Coalescence-mBHI-p3,12865,14563
D11-e003Coalescence-mBHI-p5,12871,14570
C9-e003Coalescence-mGAM-p7,12855,14568
C8-e003Coalescence-mGAM-p7,12831,14549
D10-e003Coalescence-mBHI-p3,12867,14577
F3-e004Assembly-epsilon-p3,10358,11774
B2-e003Coalescence-mBHI-p3,12796,14552
A8-e003Coalescence-mBHI-p3,12716,14547
A4-e003Coalescence-mBHI-p7,12780,14496
B4-e003Coalescence-mBHI-p5,5101,5537
A3-e003Coalescence-mBHI-p7,12851,14560
B9-e003Coalescence-mGAM-p5,12870,14565
A4-e003Coalescence-mBHI-inoculumn-redo,12865,14577
B3-e003Coalescence-mBHI-p3,12847,14554
D4-e003Coalescence-mBHI-p5,12803,14481
C2-e003Coalescence-mBHI-p5,12829,14501
B3-e004Assembly-mBHI-p7,12593,14258
B5-e004Assembly-mBHI-p7,12610,14226
D4-e003Coalescence-mBHI-p3,12738,14357
C4-e003GlycerolRevival-mBHI-p2,12815,14507
G5-e004Assembly-epsilon-p3,12574,14245
C5-e004Assembly-mBHI-p3,12163,13736
D10-e003Assembly-mGAM-p5,8958,10084
B2-e003Assembly-mBHI-p5,12472,14428
C3-e004Assembly-mBHI-p5,12622,14304
B2-e003Coalescence-mBHI-p5,12826,14558
B8-e003Assembly-mGAM-p5,7608,9451
C4-e003Coalescence-mGAM-p7,12777,14457
B12-e003Coalescence-mBHI-p3,12757,14405
D3-e004Assembly-mGAM-p7,12640,14341
C8-e003Assembly-mGAM-p3,11173,13069
C3-e003Coalescence-mGAM-p3,12840,14552
B4-e003Assembly-mBHI-p5,12851,14551
D4-e004Assembly-mGAM-p5,11412,12979
D3-e003Coalescence-Inoculumn-mBHI,12871,14580
C3-e003Coalescence-mBHI-p7,12836,14543
D11-e003Coalescence-mGAM-p5,12855,14544
A11-e003Coalescence-mGAM-p7,12794,14461
B8-e003Coalescence-mBHI-p5,12871,14567
B10-e003Assembly-mGAM-p5,10747,12174
C2-e003Coalescence-mGAM-p7,12833,14546
D3-e003Coalescence-mBHI-p5,12852,14519
B11-e003Coalescence-mGAM-p3,12870,14574
C4-e003Coalescence-mBHI-inoculumn-redo,12848,14561
B5-e003Assembly-mBHI-p5,12790,14391
D2-e003Coalescence-mBHI-p5,12404,13923
D8-e003Assembly-mGAM-p5,10474,12298
D5-e003Coalescence-mGAM-p5,12783,14438
B5-e003Coalescence-mBHI-p5,12809,14459
D5-e003Coalescence-mBHI-p7,12824,14502
C9-e003Coalescence-mBHI-p5,12868,14573
A10-e003Coalescence-mBHI-p3,12432,14187
A5-e003Coalescence-mGAM-p3,12780,14435
A2-e003Coalescence-Inoculumn-mGAM,12477,14365
E5-e004Assembly-mGAM-p5,12699,14371
D8-e003Coalescence-mGAM-p5,12854,14553
A12-e003Coalescence-mGAM-p3,12793,14406
C2-e003Coalescence-mBHI-p3,12846,14551
C4-e004Assembly-mBHI-p5,12586,14210
D9-e003Coalescence-mGAM-p7,12859,14552
D4-e003Coalescence-mBHI-p7,12830,14492
D8-e003Assembly-mGAM-p3,7674,9435
E3-e004Assembly-mGAM-p3,12532,14187
B10-e003Coalescence-mGAM-p3,12786,14505
A9-e003Coalescence-mGAM-p7,12624,14252
B5-e003Coalescence-Inoculumn-mGAM,12793,14428
D10-e003Coalescence-mBHI-p5,12868,14564
D5-e003Coalescence-mBHI-p3,12854,14538
C5-e003Coalescence-mBHI-p3,12449,13913
D9-e003Coalescence-mGAM-p5,12871,14571
C9-e003Coalescence-mBHI-p3,12869,14568
D10-e003Coalescence-mGAM-p5,12840,14553
C8-e003Coalescence-mBHI-p7,12859,14577
B11-e003Assembly-mGAM-p5,12515,14025
G3-e004Assembly-epsilon-p7,11983,13632
B4-e003Coalescence-mGAM-p5,12795,14492
D4-e003Coalescence-mGAM-p5,12858,14553
C3-e004Assembly-mBHI-p7,12593,14266
B5-e003Coalescence-mGAM-p5,12831,14486
B5-e003Coalescence-Inoculumn-mBHI,12862,14564
G3-e004Assembly-epsilon-p3,10357,11647
C2-e003Coalescence-mGAM-p3,12780,14491
B5-e003Coalescence-mGAM-p7,12615,14176
D8-e003Coalescence-mBHI-p5,12863,14549
F5-e004Assembly-epsilon-p5,12064,13697
E5-e004Assembly-mGAM-p7,12690,14376
C10-e003Assembly-mGAM-p3,4329,4994
B10-e003Coalescence-mBHI-p5,12866,14565
D5-e003Coalescence-Inoculumn-mGAM,12645,14233
F2-e004Assembly-epsilon-p3,12450,14060
B3-e004Assembly-mBHI-p5,12466,14111
B5-e003Coalescence-mBHI-p3,12860,14539
G4-e004Assembly-epsilon-p5,8478,9566
C4-e003Coalescence-mGAM-p5,12783,14491
C5-e003Coalescence-mGAM-p7,12778,14457
C5-e003Coalescence-mBHI-inoculumn-redo,12874,14582
A2-e003Coalescence-mBHI-p7,12260,14104
A10-e003Coalescence-mBHI-p5,12846,14572
A4-e003Coalescence-mGAM-p5,12864,14553
D5-e003Coalescence-mBHI-p5,12830,14548
D3-e003Assembly-mBHI-p3,11970,13525
D4-e003Coalescence-mGAM-p7,12817,14522
A8-e003Coalescence-mBHI-p7,12707,14521
E3-e004Assembly-mGAM-p7,12374,14089
B9-e003GlycerolRevival-mGAM-p2,11556,12806
C4-e003Coalescence-mGAM-p3,12833,14531
B2-e003Coalescence-Inoculumn-mGAM,12708,14423
D5-e003Coalescence-mGAM-p7,10188,11394
C5-e003Coalescence-mBHI-p5,12870,14568
C5-e003Coalescence-mGAM-p3,12862,14571
A3-e003Coalescence-mBHI-inoculumn-redo,12332,14143
D9-e003Assembly-mGAM-p5,8101,9031
B12-e003Coalescence-mGAM-p3,12808,14438
A11-e003Coalescence-mBHI-p7,12799,14469
A3-e003Coalescence-Inoculumn-mGAM,12109,13757
D10-e003Assembly-mGAM-p3,7660,8830
C3-e003Coalescence-mGAM-p5,12833,14541
B4-e004Assembly-mBHI-p5,12581,14214
C10-e003GlycerolRevival-mGAM-p2,12631,14333
D3-e003Assembly-mBHI-p5,12283,13885
A10-e003Coalescence-mGAM-p3,12828,14556
A9-e003Coalescence-mBHI-p3,12871,14572
A2-e003Coalescence-Inoculumn-mBHI,12874,14582
D3-e003Coalescence-mBHI-p7,12862,14563
C3-e003Coalescence-mBHI-p5,12830,14552
D11-e003Assembly-mGAM-p3,12110,13456
D2-e003Assembly-mBHI-p3,12678,14523
B3-e003Assembly-mBHI-p5,12793,14498
A9-e003Coalescence-mBHI-p5,12846,14525
D5-e003Coalescence-Inoculumn-mBHI,12874,14582
B2-e003Coalescence-mGAM-p3,12752,14468
B4-e003Assembly-mBHI-p3,12680,14401
C11-e003Coalescence-mGAM-p5,12862,14570
