,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.7352000000000001,0.7445882352941177
C9-e003Coalescence-mGAM-p3,0.0166,0.27617647058823525
D2-e004Assembly-mGAM-p7,0.4,0.11764705882352941
B5-e004Assembly-mBHI-p3,0.0,0.47058823529411764
C11-e003Coalescence-mBHI-p3,0.687,0.7425294117647059
D11-e003Coalescence-mBHI-p5,0.8454,0.9147647058823529
C9-e003Coalescence-mGAM-p7,0.4008,0.3868235294117647
C8-e003Coalescence-mGAM-p7,0.2714,0.29411764705882354
D10-e003Coalescence-mBHI-p3,0.7747999999999999,0.8567647058823529
F3-e004Assembly-epsilon-p3,0.0,0.2837647058823529
B2-e003Coalescence-mBHI-p3,0.1036,0.29411764705882354
A8-e003Coalescence-mBHI-p3,0.0,0.29411764705882354
A4-e003Coalescence-mBHI-p7,0.32480000000000003,0.23529411764705882
B4-e003Coalescence-mBHI-p5,0.0,0.17647058823529413
A3-e003Coalescence-mBHI-p7,0.3476,0.29411764705882354
B9-e003Coalescence-mGAM-p5,0.8615999999999999,0.8991764705882354
A4-e003Coalescence-mBHI-inoculumn-redo,0.3194,0.29911764705882354
B3-e003Coalescence-mBHI-p3,0.32680000000000003,0.23511764705882351
D4-e003Coalescence-mBHI-p5,0.7821999999999999,0.923
C2-e003Coalescence-mBHI-p5,0.0,0.23529411764705882
B3-e004Assembly-mBHI-p7,0.4,0.34829411764705887
B5-e004Assembly-mBHI-p7,0.0,0.43623529411764705
D4-e003Coalescence-mBHI-p3,0.48200000000000004,0.8969411764705882
C4-e003GlycerolRevival-mBHI-p2,0.0,0.23529411764705882
G5-e004Assembly-epsilon-p3,0.0,0.5374705882352941
C5-e004Assembly-mBHI-p3,0.0,0.27152941176470585
D10-e003Assembly-mGAM-p5,0.0,0.23529411764705882
B2-e003Assembly-mBHI-p5,0.0,0.29411764705882354
C3-e004Assembly-mBHI-p5,0.0,0.37958823529411767
B2-e003Coalescence-mBHI-p5,0.187,0.29411764705882354
B8-e003Assembly-mGAM-p5,0.0,0.23529411764705882
C4-e003Coalescence-mGAM-p7,0.0,0.23529411764705882
B12-e003Coalescence-mBHI-p3,0.5519999999999999,0.9330588235294118
D3-e004Assembly-mGAM-p7,0.5156000000000001,0.3709411764705882
C8-e003Assembly-mGAM-p3,0.0,0.23529411764705882
C3-e003Coalescence-mGAM-p3,0.3428,0.23529411764705882
B4-e003Assembly-mBHI-p5,0.3416,0.34929411764705887
D4-e004Assembly-mGAM-p5,0.0,0.4117647058823529
D3-e003Coalescence-Inoculumn-mBHI,0.6044,0.5949411764705882
C3-e003Coalescence-mBHI-p7,0.35940000000000005,0.23529411764705882
D11-e003Coalescence-mGAM-p5,0.4686,0.9077647058823529
A11-e003Coalescence-mGAM-p7,0.7727999999999999,0.8423529411764705
B8-e003Coalescence-mBHI-p5,0.7737999999999999,0.8355882352941177
B10-e003Assembly-mGAM-p5,0.0,0.29411764705882354
C2-e003Coalescence-mGAM-p7,0.33419999999999994,0.29411764705882354
D3-e003Coalescence-mBHI-p5,0.8535999999999999,0.9009999999999999
B11-e003Coalescence-mGAM-p3,0.8805999999999999,0.9388823529411765
C4-e003Coalescence-mBHI-inoculumn-redo,0.2822,0.31582352941176467
B5-e003Assembly-mBHI-p5,0.9294,0.9114117647058824
D2-e003Coalescence-mBHI-p5,0.5599999999999999,0.9049999999999999
D8-e003Assembly-mGAM-p5,0.0,0.29411764705882354
D5-e003Coalescence-mGAM-p5,0.8,0.9265882352941177
B5-e003Coalescence-mBHI-p5,0.9056000000000001,0.7751176470588236
D5-e003Coalescence-mBHI-p7,0.8702,0.900235294117647
C9-e003Coalescence-mBHI-p5,0.909,0.9331176470588235
A10-e003Coalescence-mBHI-p3,0.1818,0.29411764705882354
A5-e003Coalescence-mGAM-p3,0.8380000000000001,0.8550588235294119
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.29411764705882354
E5-e004Assembly-mGAM-p5,0.0,0.4843529411764707
D8-e003Coalescence-mGAM-p5,0.7754,0.8457058823529411
A12-e003Coalescence-mGAM-p3,0.9099999999999999,0.8908823529411765
C2-e003Coalescence-mBHI-p3,0.29619999999999996,0.23529411764705882
C4-e004Assembly-mBHI-p5,0.5394,0.41247058823529414
D9-e003Coalescence-mGAM-p7,0.8924000000000001,0.9122352941176471
D4-e003Coalescence-mBHI-p7,0.759,0.9541764705882353
D8-e003Assembly-mGAM-p3,0.0,0.11764705882352941
E3-e004Assembly-mGAM-p3,0.0,0.35617647058823526
B10-e003Coalescence-mGAM-p3,0.39580000000000004,0.37358823529411767
A9-e003Coalescence-mGAM-p7,0.9428000000000001,0.9072941176470589
B5-e003Coalescence-Inoculumn-mGAM,0.7572,0.8814117647058823
D10-e003Coalescence-mBHI-p5,0.5122,0.9052352941176471
D5-e003Coalescence-mBHI-p3,0.8751999999999999,0.929235294117647
C5-e003Coalescence-mBHI-p3,0.6632,0.7408235294117647
D9-e003Coalescence-mGAM-p5,0.8734,0.9246470588235294
C9-e003Coalescence-mBHI-p3,0.8224,0.8992352941176471
D10-e003Coalescence-mGAM-p5,0.3234,0.24194117647058827
C8-e003Coalescence-mBHI-p7,0.16940000000000002,0.29411764705882354
B11-e003Assembly-mGAM-p5,0.9684000000000001,0.9176470588235294
G3-e004Assembly-epsilon-p7,0.29,0.3683529411764706
B4-e003Coalescence-mGAM-p5,0.2554,0.23529411764705882
D4-e003Coalescence-mGAM-p5,0.7672,0.8476470588235294
C3-e004Assembly-mBHI-p7,0.4,0.35158823529411765
B5-e003Coalescence-mGAM-p5,0.7302,0.8421764705882353
B5-e003Coalescence-Inoculumn-mBHI,0.586,0.6250588235294119
G3-e004Assembly-epsilon-p3,0.0,0.4117647058823529
C2-e003Coalescence-mGAM-p3,0.325,0.23529411764705882
B5-e003Coalescence-mGAM-p7,0.4997999999999999,0.8249411764705882
D8-e003Coalescence-mBHI-p5,0.8066000000000001,0.9000588235294118
F5-e004Assembly-epsilon-p5,0.0,0.5192941176470588
E5-e004Assembly-mGAM-p7,0.2954,0.40135294117647063
C10-e003Assembly-mGAM-p3,0.0,0.058823529411764705
B10-e003Coalescence-mBHI-p5,0.8423999999999999,0.8959999999999999
D5-e003Coalescence-Inoculumn-mGAM,0.7192,0.9427058823529412
F2-e004Assembly-epsilon-p3,0.0816,0.4551764705882353
B3-e004Assembly-mBHI-p5,0.3346,0.3693529411764706
B5-e003Coalescence-mBHI-p3,0.7986,0.8997058823529412
G4-e004Assembly-epsilon-p5,0.0,0.15670588235294117
C4-e003Coalescence-mGAM-p5,0.4,0.29411764705882354
C5-e003Coalescence-mGAM-p7,0.8328,0.8284705882352942
C5-e003Coalescence-mBHI-inoculumn-redo,0.4854,0.49588235294117644
A2-e003Coalescence-mBHI-p7,0.0,0.29411764705882354
A10-e003Coalescence-mBHI-p5,0.13879999999999998,0.29411764705882354
A4-e003Coalescence-mGAM-p5,0.8602000000000001,0.8957058823529412
D5-e003Coalescence-mBHI-p5,0.3608,0.29411764705882354
D3-e003Assembly-mBHI-p3,0.0,0.44276470588235295
D4-e003Coalescence-mGAM-p7,0.8004,0.9083529411764705
A8-e003Coalescence-mBHI-p7,0.0,0.29411764705882354
E3-e004Assembly-mGAM-p7,0.3266,0.35294117647058826
B9-e003GlycerolRevival-mGAM-p2,0.6,0.8039411764705883
C4-e003Coalescence-mGAM-p3,0.3094,0.29411764705882354
B2-e003Coalescence-Inoculumn-mGAM,0.30579999999999996,0.6308823529411764
D5-e003Coalescence-mGAM-p7,0.9,0.47058823529411764
C5-e003Coalescence-mBHI-p5,0.8462,0.9097058823529411
C5-e003Coalescence-mGAM-p3,0.7592000000000001,0.8582941176470589
A3-e003Coalescence-mBHI-inoculumn-redo,0.10880000000000001,0.29411764705882354
D9-e003Assembly-mGAM-p5,0.4,0.131
B12-e003Coalescence-mGAM-p3,0.96,0.9148823529411765
