,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.015382260656615902,0.0
C9-e003Coalescence-mGAM-p3,0.0,0.07683408193820607
D2-e004Assembly-mGAM-p7,0.37874033825667713,0.42616033755274263
B5-e004Assembly-mBHI-p3,0.6903650417081197,0.7267592214509323
C11-e003Coalescence-mBHI-p3,0.002984617739343384,0.0
D11-e003Coalescence-mBHI-p5,0.945282008112038,0.0
C9-e003Coalescence-mGAM-p7,0.0,0.0005444399074452157
C8-e003Coalescence-mGAM-p7,0.0,0.7643255750646523
D10-e003Coalescence-mBHI-p3,0.01867299303589194,0.0
F3-e004Assembly-epsilon-p3,0.5616438356164384,0.6246086838165238
B2-e003Coalescence-mBHI-p3,0.0006122292798653096,0.6033074724377296
A8-e003Coalescence-mBHI-p3,0.6556210300757633,0.7386007894378658
A4-e003Coalescence-mBHI-p7,0.0,0.9946917109024092
B4-e003Coalescence-mBHI-p5,0.0001530573199663274,0.3764801959983667
A3-e003Coalescence-mBHI-p7,0.0,0.9969375255206206
B9-e003Coalescence-mGAM-p5,0.9953317517410271,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.6442085204845516
B3-e003Coalescence-mBHI-p3,0.0,0.9360283108751871
D4-e003Coalescence-mBHI-p5,0.9729853830259432,0.0
C2-e003Coalescence-mBHI-p5,0.0,0.9948278208792705
B3-e004Assembly-mBHI-p7,0.6065661590265554,0.6723832856948414
B5-e004Assembly-mBHI-p7,0.6126884518252086,0.6588403429971417
D4-e003Coalescence-mBHI-p3,0.6282237698017907,0.0
C4-e003GlycerolRevival-mBHI-p2,0.0,0.9941472709949639
G5-e004Assembly-epsilon-p3,0.5826126884518252,0.6606097726963387
C5-e004Assembly-mBHI-p3,0.5432769572204791,0.6036477473798829
D10-e003Assembly-mGAM-p5,0.0,0.6940928270042194
B2-e003Assembly-mBHI-p5,0.6462080048978343,0.728188376207976
C3-e004Assembly-mBHI-p5,0.5805464146322797,0.6531237239689669
B2-e003Coalescence-mBHI-p5,0.0,0.7528923370083027
B8-e003Assembly-mGAM-p5,0.42021887196755187,0.47808629372533007
C4-e003Coalescence-mGAM-p7,0.0,0.9920375663536137
B12-e003Coalescence-mBHI-p3,0.9920410193617509,0.0
D3-e004Assembly-mGAM-p7,0.561031606336573,0.6346808221042602
C8-e003Assembly-mGAM-p3,0.5889645672304278,0.6644889070368858
C3-e003Coalescence-mGAM-p3,0.0,0.9979583503470805
B4-e003Assembly-mBHI-p5,0.0,0.760650605689397
D4-e004Assembly-mGAM-p5,0.6380194382796357,0.6859262283925411
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.0
C3-e003Coalescence-mBHI-p7,0.0,0.9972778004627739
D11-e003Coalescence-mGAM-p5,0.983622866763603,0.0
A11-e003Coalescence-mGAM-p7,0.8755643988673758,0.0
B8-e003Coalescence-mBHI-p5,0.8825285069258437,0.0
B10-e003Assembly-mGAM-p5,0.0,0.8438818565400844
C2-e003Coalescence-mGAM-p7,0.0,0.997073635497482
D3-e003Coalescence-mBHI-p5,0.9515573582306573,0.0
B11-e003Coalescence-mGAM-p3,0.9966327389607408,0.0
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.8258472846059616
B5-e003Assembly-mBHI-p5,0.990663503482054,0.0
D2-e003Coalescence-mBHI-p5,0.927527358995944,0.0
D8-e003Assembly-mGAM-p5,0.5548327848779367,0.6266503334694433
D5-e003Coalescence-mGAM-p5,0.990204331522155,0.0
B5-e003Coalescence-mBHI-p5,0.9576031223693273,0.0
D5-e003Coalescence-mBHI-p7,0.9938777072013469,0.0
C9-e003Coalescence-mBHI-p5,0.9798729624244279,0.0
A10-e003Coalescence-mBHI-p3,0.0003826432999158185,0.7487409827140329
A5-e003Coalescence-mGAM-p3,0.9879084717226602,0.0
A2-e003Coalescence-Inoculumn-mGAM,0.6457488329379353,0.729753640941881
E5-e004Assembly-mGAM-p5,0.5689140583148389,0.6403293861440044
D8-e003Coalescence-mGAM-p5,0.733068033978725,0.0
A12-e003Coalescence-mGAM-p3,0.9634193005280478,0.0
C2-e003Coalescence-mBHI-p3,0.0,0.932353341499932
C4-e004Assembly-mBHI-p5,0.6777378128108977,0.7459507281883762
D9-e003Coalescence-mGAM-p7,0.9955613377209765,0.0
D4-e003Coalescence-mBHI-p7,0.9859952552230811,0.0
